"student_id","school_id","grade_level","gender","race_ethnicity","school_poverty_rate","gpa","suspensions","school_safety","teacher_support","parent_involvement"
2423,"S137",9,"female","Asian",82.4,1.89,0,3.8,6.9,7.6
2424,"S445",12,"male","Other",90.6,1.64,1,4.6,4.7,3.1
2425,"S394",11,"male","Latino",21.8,2.74,0,6.2,4.2,2.4
2426,"S157",12,"female","Other",93.9,1.76,0,5.4,5.3,4.6
2427,"S470",10,"male","Black",89.1,3,0,5.8,5.6,7.5
2428,"S445",11,"male","Other",64.6,3.31,0,7.6,7.4,7.9
2429,"S053",10,"nonbinary","White",67.6,3.2,0,5.5,3.9,3.4
2430,"S414",11,"male","Latino",79.1,3.41,0,6,8.6,6.1
2431,"S060",11,"female","Latino",41.6,3.3,0,7.2,8.2,4.3
2432,"S477",12,"female","Black",59.3,1.32,0,7.1,6.1,6
2433,"S187",12,"male","Black",78.3,3.27,0,8.1,7.2,7.1
2434,"S043",12,"female","Black",58.1,2.12,0,6.9,5.2,1.6
2435,"S463",9,"male","White",68,2.72,0,7,7.2,3.1
2436,"S187",11,"female","Latino",31.1,2.77,0,7.1,5,3.8
2437,"S047",10,"male","Latino",46.6,3.09,1,6.2,7,3.5
2438,"S459",12,"male","White",52.6,2.22,0,6.1,4.9,7.3
2439,"S399",9,"male","White",53.4,2.51,0,5.6,6,2.6
2440,"S005",9,"female","Asian",43.1,2.23,0,6.6,6.8,5.3
2441,"S274",12,"male","Latino",52.5,2.53,0,5.3,4.8,5.9
2442,"S101",11,"female","White",90.6,2.29,0,6.5,6.2,3.8
2443,"S293",12,"male","White",91.3,3.02,0,7.5,5.8,4.6
2444,"S049",9,"male","Latino",50.5,3.2,0,5.5,6.5,3.7
2445,"S428",10,"female","Asian",78.9,4,0,5.1,4.2,5.6
2446,"S059",12,"male","Asian",31.8,2.86,0,5.4,7.3,5.6
2447,"S367",12,"male","Latino",74.5,2.53,0,6,7.1,1.1
2448,"S155",9,"male","White",81.9,2.77,0,5.2,4.2,5.7
2449,"S470",9,"female","Other",30.3,2.79,0,3.9,4.6,1.8
2450,"S388",10,"female","Latino",37.3,2.54,0,6.5,7,1.9
2451,"S368",11,"female","Black",26.8,2.64,0,7,7.2,5.3
2452,"S061",9,"female","Other",78.6,3.34,0,8,7.6,6.3
2453,"S251",12,"male","White",54.7,3.04,1,9.5,7.9,5.1
2454,"S033",12,"female","White",32.1,2.49,1,7.2,6.1,7.4
2455,"S218",9,"male","Black",12.1,2.8,0,6.6,8.2,5.1
2456,"S349",11,"female","Asian",49.8,2.96,0,9.4,6.1,3.5
2457,"S348",12,"female","Latino",38.1,2.01,1,7.9,7.5,4
2458,"S175",12,"female","Asian",51.5,3.2,0,7.1,7.8,6.7
2459,"S114",11,"female","Latino",18.5,2.42,0,9.2,7.8,4.8
2460,"S225",9,"female","Black",42,2.42,1,8,6.1,4.4
2461,"S137",12,"female","Other",31.4,3.04,0,5.9,7.5,4.8
2462,"S209",12,"male","Asian",42.1,2.45,1,8.7,6.9,5
2463,"S089",9,"female","Asian",75.1,3.26,1,7.9,4.4,4.2
2464,"S209",10,"male","Asian",40.3,3.17,1,5.2,5.8,6.3
2465,"S115",11,"nonbinary","Asian",92.5,2.86,0,6,5.8,1.9
2466,"S086",10,"male","Black",57.2,3.3,1,5.7,6.2,2.5
2467,"S455",10,"male","Latino",76.5,2.73,0,6.2,5.6,4.5
2468,"S288",11,"male","Asian",74.5,2.94,0,9.3,5.6,2.8
2469,"S401",9,"female","Black",69.5,2.72,0,6,5.2,1.6
2470,"S183",10,"female","Latino",77.1,2.62,1,6.4,8.6,5.2
2471,"S058",9,"female","White",71.1,2.86,1,4.9,6.1,6.7
2472,"S197",11,"female","White",77.5,2.62,1,5.8,6.5,4.9
2473,"S106",10,"male","Latino",59.2,2.05,0,8.3,6.6,6.9
2474,"S259",9,"male","Latino",63.7,2.26,0,6,8.5,4.7
2475,"S358",11,"male","Asian",80.4,2.28,0,6.8,5.8,6.2
2476,"S199",10,"male","Asian",54.6,2.62,0,2.6,5.1,4
2477,"S345",10,"male","White",52.4,3.34,1,6.1,6,5
2478,"S107",9,"female","White",81.7,2.98,0,5.2,4.9,4.2
2479,"S029",9,"female","Asian",25.4,2.65,0,6.3,6.3,2.7
2480,"S382",10,"male","Black",46.6,2.92,0,7.9,6,2.5
2481,"S141",11,"female","Asian",90.2,2.73,0,5.3,7,4.4
2482,"S331",9,"male","Other",83.4,2.15,0,4.2,8.8,4.5
2483,"S216",11,"male","Black",15.3,3.68,0,7.3,7.8,6.1
2484,"S398",12,"female","Asian",92,4,0,5.3,4.4,4
2485,"S473",12,"male","Asian",80.2,3.68,1,5.4,4.8,5
2486,"S112",10,"female","Black",27.9,2.28,1,6.8,6.1,4.8
2487,"S133",11,"male","Asian",21.7,2.9,0,5.6,5.3,2.4
2488,"S406",11,"female","Other",64.3,2.75,1,4.2,9.7,6
2489,"S271",11,"male","Other",75.7,2.77,0,7.3,4.4,3.7
2490,"S263",9,"female","Asian",26.3,2.52,0,9.4,5.6,6.4
2491,"S455",9,"male","Black",90.9,2.58,0,7.2,5.5,6.3
2492,"S478",12,"male","Other",71.3,3.84,1,4.5,5.5,4.4
2493,"S072",9,"male","White",48.5,3.13,0,6.8,5.2,7
2494,"S469",12,"male","White",29,2.52,0,4.5,5.3,4.3
2495,"S183",9,"female","Black",33.8,2.79,1,7,7.3,3.4
2496,"S183",10,"male","Other",68.7,3.32,1,3.7,5.4,4.3
2497,"S023",11,"female","White",87.1,2.93,0,7.2,5.2,6.3
2498,"S071",9,"male","White",71.2,2.84,1,6.8,6,2.8
2499,"S339",11,"male","Asian",65.7,1.87,0,5.1,5.8,4.3
2500,"S353",12,"male","Asian",72.7,3.12,0,7.4,4.8,3
2501,"S425",9,"male","Black",39.1,3.56,0,7.1,6.7,6.3
2502,"S145",9,"nonbinary","Latino",37.2,2.63,0,6.5,5.8,7.2
2503,"S468",11,"female","Asian",93.3,2.61,1,5.2,6.7,3.6
2504,"S206",12,"male","Asian",46,2.95,0,4.5,5.5,3.7
2505,"S165",9,"male","Latino",59.1,2.95,0,6.2,3.7,4.8
2506,"S054",9,"male","White",18.2,1.99,0,6.7,6.4,3.8
2507,"S328",11,"female","White",21.6,2.15,1,6.4,6.3,4
2508,"S448",10,"female","Asian",16.9,2.3,1,5.6,5.1,5.5
2509,"S144",12,"male","White",15.7,2.48,0,7.2,6.7,5.8
2510,"S026",12,"male","Black",36.7,2.25,1,7.3,7.2,0
2511,"S365",10,"male","Black",25.8,2.64,1,3.2,6.8,4.4
2512,"S267",12,"female","Latino",28.3,2.42,1,5.2,6.9,3.3
2513,"S315",12,"female","Black",59.6,2.47,0,6.4,6.4,3.9
2514,"S489",10,"female","Asian",40.1,3.14,0,5.3,6.6,8
2515,"S405",11,"male","Asian",67,2.5,0,7.9,9.2,3
2516,"S303",12,"male","White",83.6,3.33,0,7,5.6,7
2517,"S330",12,"male","White",48.4,2.91,0,7.4,7.1,7.6
2518,"S022",11,"female","Latino",58.7,2.48,0,3,7.3,6.1
2519,"S127",9,"male","White",19.7,2.65,0,4.2,9.4,6.4
2520,"S464",12,"male","Black",93.8,1.94,0,4.9,7.5,4.6
2521,"S079",9,"female","White",47.5,2.74,0,5.4,6.1,2.5
2522,"S329",10,"female","Black",22.9,3.18,0,10,4.8,4.4
2523,"S448",11,"male","Latino",84.5,2.45,1,7,3.9,5.8
2524,"S421",12,"female","Asian",22.4,2.72,1,3.6,4.8,5.7
2525,"S479",11,"male","Black",73.6,2.11,0,5.2,4.4,5.8
2526,"S114",10,"male","Black",31.2,1.81,0,7.2,4.5,4.3
2527,"S217",9,"male","Asian",26.4,3.11,0,4.2,8.2,1.7
2528,"S040",11,"male","Other",63.9,3.04,0,7,6.6,1.8
2529,"S023",11,"female","Latino",64.4,2.62,0,7.8,4.5,6.2
2530,"S431",11,"male","Asian",35.9,3.84,0,6.8,6.4,6
2531,"S483",10,"female","Black",22.7,2.88,0,5,6,5
2532,"S141",11,"male","Asian",10,2.46,0,5.1,6.4,2.7
2533,"S445",9,"female","Other",74.5,3.11,2,5.1,6,4.5
2534,"S242",12,"female","Latino",48.5,2.91,0,4,5.6,1.3
2535,"S155",12,"female","Other",44.4,2.95,0,4.8,6.3,9.3
2536,"S010",11,"female","White",62.5,2.9,0,6.4,4.1,5.1
2537,"S143",9,"male","White",80,3.28,1,8.8,5.4,4.7
2538,"S049",9,"male","White",15.5,2.54,0,5.6,7.4,5.1
2539,"S264",12,"male","Black",67.9,3.27,0,3.5,6.2,7.7
2540,"S326",9,"male","White",89,3.39,0,4.1,3.4,6.6
2541,"S387",12,"male","Asian",79,2.7,0,4.6,5.1,2
2542,"S055",10,"female","Black",40.9,2.75,1,5.7,7.1,4.6
2543,"S193",11,"male","White",91.6,3.08,1,6.8,7.7,8.9
2544,"S329",9,"female","Other",37.2,2.88,0,4.3,9.5,3.9
2545,"S288",12,"male","White",45.9,2.87,0,4.1,5.9,3.1
2546,"S126",12,"male","Latino",19.1,3.12,0,6.4,8.2,1.7
2547,"S210",9,"male","Latino",45.2,2.43,0,8.2,5.9,6.5
2548,"S457",11,"male","Latino",16.4,3.13,0,3.8,6.1,6.3
2549,"S289",9,"male","Asian",25.5,2.45,0,6,2.5,4.9
2550,"S095",11,"male","Latino",34.3,1.83,1,3.7,7.6,3.6
2551,"S378",12,"male","White",31.6,3.08,0,4.4,3,6.1
2552,"S038",12,"female","Asian",36.3,2.34,1,5.2,5.8,5.2
2553,"S358",12,"male","Other",19.5,3.23,0,7.8,2.5,4.5
2554,"S379",12,"male","Black",56.9,3.65,0,8.1,5.2,7.3
2555,"S207",10,"female","White",94.2,2.32,0,7.1,6.6,4.1
2556,"S242",9,"female","Other",74.2,2.71,0,9.4,6,6.5
2557,"S050",11,"male","Latino",39.5,3.31,2,7.1,7.7,5.7
2558,"S026",9,"female","Other",11.9,2.57,0,6.3,4.4,6.8
2559,"S442",12,"female","Latino",88.6,3.09,0,3.2,4.8,3.2
2560,"S236",9,"female","Other",64.2,2.91,0,3.3,6.2,6.4
2561,"S359",12,"male","Black",20.8,2.51,0,7.3,7,6.4
2562,"S464",11,"male","Asian",88.4,2.69,0,6.2,5.8,5.2
2563,"S453",9,"female","Black",63.5,3.61,0,4.4,4.1,5.2
2564,"S152",10,"female","White",59.6,3.28,0,6.4,7.1,6.9
2565,"S131",12,"female","White",70.8,3.24,0,4.7,4.6,5
2566,"S135",10,"male","Asian",81.2,2.39,0,5.7,9.3,1.6
2567,"S485",12,"female","Latino",29.2,2.7,1,5,5.9,4.7
2568,"S219",11,"male","Other",30.8,2.57,1,4.9,7.9,3.2
2569,"S230",10,"male","Asian",85.2,3.28,0,7.2,6.1,5.3
2570,"S322",10,"male","White",20.5,2.38,0,6,5.5,5.4
2571,"S344",12,"female","Black",27.4,4,0,7.7,5.7,5.1
2572,"S338",12,"female","Other",34.5,3,2,8.9,6,5.3
2573,"S145",10,"male","Other",87.2,3.05,0,3.3,8.5,5.3
2574,"S389",12,"male","Black",48.4,3.43,1,9.1,6.8,4.6
2575,"S321",11,"female","Black",85.3,2.56,0,4.3,5.4,6.2
2576,"S272",11,"male","Other",17.2,3.19,0,4.5,7.1,4.7
2577,"S489",10,"female","Latino",68.8,2.89,0,6.8,5.7,5.7
2578,"S342",10,"female","White",35.2,2.88,0,4.2,6,3.3
2579,"S143",11,"male","Black",28.7,2.61,0,5.8,5.4,4
2580,"S127",12,"female","Latino",29.4,2.07,0,6.8,7.6,3
2581,"S451",12,"female","Other",76,2.31,0,7.9,6.4,9.2
2582,"S016",10,"male","Latino",73.9,2.63,2,4.8,4.9,5.9
2583,"S171",9,"female","Latino",50.1,2.72,0,5.8,6.1,5.6
2584,"S396",10,"female","Asian",56.8,2.6,0,4.4,6.2,5.2
2585,"S470",11,"male","Latino",17,3.04,0,5.6,5.3,7.1
2586,"S310",9,"male","Latino",31.2,3.15,1,6.1,4.6,8.4
2587,"S066",12,"male","Black",10.7,2.32,0,3.6,6.6,6.9
2588,"S052",10,"male","Black",91.1,3.16,0,3.6,8.4,5
2589,"S331",10,"male","Other",21.2,3.8,0,7,5.1,10
2590,"S323",9,"male","Latino",53.1,2.86,0,9,5.8,8
2591,"S219",10,"male","Black",11.9,3.6,0,6.7,6.3,7.7
2592,"S262",11,"male","Asian",59.9,2.71,0,4.5,7,1.4
2593,"S453",10,"female","White",20.3,2.62,0,3.7,6.3,6.3
2594,"S180",9,"male","Black",47.3,3.39,0,6.8,5.4,4.5
2595,"S057",10,"female","Latino",40.2,2.76,0,7.4,7.1,2
2596,"S143",9,"female","Latino",72.9,2.56,0,5.9,6,4.8
2597,"S183",11,"male","Other",64.4,2.67,0,7.1,7.5,5.3
2598,"S017",9,"female","Black",41.8,2.22,1,6,8.1,5.7
2599,"S390",9,"female","Latino",46.2,3.4,0,7.3,7.5,3.2
2600,"S491",11,"male","Other",75.1,2.69,0,8,5.7,7.1
2601,"S006",11,"male","White",80.9,2.27,1,7.9,6.2,4
2602,"S068",9,"male","Black",33.8,3.05,0,6.1,7.6,6.9
2603,"S456",12,"female","Other",61.3,2.72,0,6.9,5.3,7.7
2604,"S439",12,"male","Other",27.8,2.54,0,5.3,7.3,6.1
2605,"S288",10,"female","Black",40.7,2.57,0,7.5,7.4,3.9
2606,"S142",9,"female","White",19.1,2.73,0,6.8,7,0
2607,"S430",9,"female","Asian",93.9,3.17,0,5.7,6.2,0
2608,"S212",9,"male","Latino",81.3,3.01,0,7.7,4.9,7
2609,"S168",11,"female","Asian",43.1,3.85,0,7.4,6.8,5.1
2610,"S079",9,"male","White",30.7,2.18,0,6.8,7.8,4.9
2611,"S489",12,"male","White",21.9,2.77,0,5.4,6,2.6
2612,"S220",10,"male","Latino",83.8,3.24,0,7.2,6.5,4.3
2613,"S061",9,"female","Other",92.8,3.8,0,5.2,6.8,2.5
2614,"S403",9,"male","Black",55.6,2.38,1,7.2,4.7,4.4
2615,"S474",9,"female","Black",77.5,3.26,1,5.9,7.9,5.3
2616,"S220",9,"female","Black",70.6,1.91,0,5.4,6.2,5.3
2617,"S011",9,"female","Latino",71.9,2.06,2,5.9,8.4,6
2618,"S459",11,"female","White",17.9,3.12,0,5.3,6.5,2
2619,"S463",9,"female","Black",90.7,2.84,0,7.5,8,1.8
2620,"S086",12,"male","Black",83.2,2.65,0,7.8,6.5,5.9
2621,"S052",11,"female","White",56,2.7,0,7.6,5.1,4.3
2622,"S003",10,"female","Other",65.4,3.52,0,5.1,7.6,6.6
2623,"S063",9,"female","Black",70.4,3.76,0,8.4,6.1,5.4
2624,"S474",11,"female","Black",87.1,2.32,0,6.2,5.7,6
2625,"S361",12,"male","Black",71.5,2.83,0,5.8,2.8,7.2
2626,"S328",10,"male","White",85.8,2.18,0,5,7.5,4.7
2627,"S348",9,"male","Black",76.3,2.15,0,7.1,7.5,6.2
2628,"S061",9,"female","Latino",49.9,2.08,1,5.3,6.3,6.4
2629,"S015",9,"female","Other",47,2.54,0,3.8,6.8,3.3
2630,"S328",11,"male","Other",78.4,1.94,0,6.4,5.8,3.7
2631,"S318",12,"female","Black",67.6,2.67,0,5.9,6,3.1
2632,"S385",10,"female","Latino",34.6,3.3,0,5.6,7,7.5
2633,"S030",10,"male","White",69.4,2.01,0,5.1,6.3,4.9
2634,"S370",11,"male","Other",62.3,3.12,0,7.6,5.9,4
2635,"S196",9,"male","White",77.8,2.9,0,6.6,8.6,5.8
2636,"S187",9,"male","Other",22.9,2.43,1,7.7,4.5,3.9
2637,"S079",10,"female","White",71.6,2.79,0,8,5.2,9.1
2638,"S374",12,"female","Other",53.3,3.15,0,3.4,6.6,5
2639,"S359",9,"female","White",86.3,2.5,0,7.5,5.9,2.3
2640,"S262",10,"male","Latino",43.5,1.96,0,7.1,5.3,6.6
2641,"S153",12,"female","Latino",86.8,3.08,0,4.7,5.7,5.2
2642,"S317",12,"female","Other",81.6,3.49,1,7.5,6.6,7.3
2643,"S019",9,"male","Other",59.5,3.19,0,5.8,4.1,5.7
2644,"S466",11,"male","Other",94.6,2.64,0,4.3,7.1,2.5
2645,"S262",12,"male","Other",75.2,2.23,0,7.6,4.7,5.5
2646,"S070",11,"female","Latino",73.6,3.23,2,4.4,5.6,3.5
2647,"S252",11,"male","White",60.3,3.02,0,7.1,9.8,4.7
2648,"S402",10,"male","Other",21.4,2.44,0,8.9,6.9,6.2
2649,"S100",12,"male","Black",52,1.81,2,7.4,7.2,2.1
2650,"S358",12,"female","Latino",24.5,2.87,0,6,5.2,5.2
2651,"S005",10,"male","Black",45,3.35,0,7,4.1,7.9
2652,"S319",10,"male","White",92.1,2.44,0,7.6,5.6,5.3
2653,"S066",9,"female","Asian",62.3,2.07,0,8.3,6.7,8
2654,"S459",10,"male","Asian",29.9,2.85,1,3.8,6.5,2.2
2655,"S092",11,"female","Asian",26.1,2.4,1,5.8,9,2.5
2656,"S401",12,"female","Black",49.9,2.95,1,4.4,6.4,2.8
2657,"S270",10,"female","Latino",73.9,3.38,2,7.7,5.5,1.9
2658,"S139",12,"male","Black",46.9,2.56,1,7.7,5.6,3.8
2659,"S440",11,"female","Black",40.4,3.45,0,5,5.1,3
2660,"S024",11,"male","White",34.7,2.19,0,6.5,5.1,7
2661,"S440",11,"male","Latino",27.1,3.36,1,7.5,7.2,5.1
2662,"S182",10,"female","White",24.2,3.27,0,5.9,5,4.1
2663,"S434",9,"male","White",17.3,2.17,0,5.8,8.4,4.7
2664,"S456",9,"male","Black",91.2,2.07,3,2.6,6.4,6.6
2665,"S133",9,"male","Black",30.3,3.08,0,5.4,6,0.3
2666,"S035",11,"male","Black",85.5,2.42,1,2.7,5.8,4.2
2667,"S404",10,"male","White",85.3,3.03,1,6.5,7,4.6
2668,"S125",9,"female","Other",17,3.15,2,5.7,6.4,6.7
2669,"S228",12,"female","Latino",61,3.37,0,5.2,7.7,7.9
2670,"S088",10,"male","Other",24.3,2.34,0,5.5,6.3,6.4
2671,"S195",9,"female","White",41.2,3.32,0,3.3,5.8,7.1
2672,"S312",10,"female","Latino",16,3.14,0,4.4,5.2,2
2673,"S075",10,"male","Asian",21.2,2.71,0,5.7,7.1,7.3
2674,"S403",9,"female","Latino",41.6,3.16,0,7.5,6.4,5.8
2675,"S055",9,"male","Black",84.2,2.81,1,4.9,5.2,4.3
2676,"S398",12,"female","Latino",48.3,3.12,1,6.6,5.9,2.7
2677,"S046",9,"male","Other",54.8,3.16,0,4.3,5.6,2.1
2678,"S360",9,"male","Asian",32,2.3,1,10,4.4,7.6
2679,"S472",12,"female","Black",72.2,2.42,0,4,6.9,7.1
2680,"S457",11,"male","Latino",42.1,3.09,0,3.5,5.2,6.7
2681,"S494",9,"female","Other",22.2,2.17,0,5.5,6,5.8
2682,"S399",12,"male","Latino",80.9,2.36,0,5.5,5.3,5.9
2683,"S450",12,"female","White",94.6,3.43,0,5.4,8.1,6.2
2684,"S011",11,"male","Other",43.5,3.21,0,5.1,7.4,2.5
2685,"S470",12,"male","Asian",62.6,2.49,1,5.6,7,9.6
2686,"S450",9,"male","White",94.8,2.28,0,5.2,6.8,6.6
2687,"S024",11,"nonbinary","Latino",70.4,2.33,0,7,8.8,7.4
2688,"S109",11,"male","White",94.4,1.9,1,1.6,6.5,4.5
2689,"S369",10,"male","White",25.7,2.57,0,4.7,7.1,2
2690,"S335",12,"female","Latino",72.2,2.8,0,3.9,5.2,6.6
2691,"S112",10,"female","Latino",56.6,2.32,0,5.7,3.8,3.2
2692,"S295",12,"female","White",27.4,2.55,0,5.5,4.6,6
2693,"S280",9,"female","Black",30.5,3.15,0,6.4,7.5,5.8
2694,"S332",12,"male","Other",54.9,3.2,1,7.3,5.6,5.7
2695,"S229",12,"female","Black",73.4,2.63,1,7.4,6.7,6.8
2696,"S355",12,"female","Other",87.9,3.2,0,6.7,6.9,2.8
2697,"S053",12,"male","Asian",70.8,3.83,0,6.2,4.9,4.7
2698,"S088",9,"female","Latino",62.9,3.26,0,7.2,6.5,2.4
2699,"S250",9,"male","White",42,2.39,0,3.5,4.7,4.3
2700,"S026",9,"male","White",60.8,2.52,0,5.4,8.4,4.8
2701,"S054",10,"female","Asian",59.2,2.73,2,5.7,4.9,4.2
2702,"S278",11,"female","Other",54.8,2.59,0,5.6,4.8,3.7
2703,"S437",10,"male","Asian",68.4,2.67,0,7.9,6.1,7.4
2704,"S155",10,"male","Latino",72.8,2.99,0,6,7.3,3.3
2705,"S221",9,"male","Latino",69.5,2.96,0,6.3,5.1,3.9
2706,"S064",11,"female","Other",81.5,2.57,0,8,6,5.7
2707,"S369",11,"male","Other",93.4,2.28,0,6,2.8,5.8
2708,"S315",10,"female","White",62.2,1.61,0,2.6,6.3,4.7
2709,"S047",12,"male","Black",15,3.26,0,7.2,4.9,5
2710,"S446",9,"female","Asian",65.3,2.99,0,6.1,7,7.8
2711,"S183",11,"female","Latino",77.4,2.06,1,8.6,6.1,7.9
2712,"S006",11,"female","Other",84.1,3.15,0,5,5.9,4.1
2713,"S374",9,"male","White",54.9,2.35,0,8.9,6.1,5
2714,"S241",10,"male","Black",77.6,3.35,0,5.9,8.2,3.1
2715,"S095",9,"female","Asian",58.9,2.61,0,6.8,5.7,4
2716,"S339",10,"male","Latino",36.4,3.58,0,7.5,4.2,4.9
2717,"S393",12,"male","Black",83.1,1.82,0,6.5,6.2,4.4
2718,"S373",9,"male","Black",65.8,2.83,0,4.7,5.8,2.3
2719,"S293",12,"male","White",38.1,3.18,0,5.1,5,4.1
2720,"S131",11,"male","Latino",39,3.37,1,4.9,5.9,4
2721,"S104",11,"female","Black",94.4,2.7,0,5.3,7.2,6.1
2722,"S185",12,"female","Other",19.8,2.7,0,2.3,5.3,5.7
2723,"S306",12,"male","Black",83.7,2.77,0,7.2,5.4,4.5
2724,"S016",12,"female","Asian",21.9,2.86,0,3.9,6.4,4.9
2725,"S040",12,"female","Black",43.8,2.78,0,4.3,7.9,6
2726,"S109",12,"female","White",58.1,2.35,0,4,4.8,2.6
2727,"S014",10,"female","Latino",73.9,3.06,1,5.6,5,3.2
2728,"S374",10,"female","Other",13.6,2.99,0,5.6,6.2,4.6
2729,"S178",12,"male","White",24.6,2.89,0,7.2,5.9,6.5
2730,"S148",12,"male","White",25.9,2.73,0,6.8,5.7,2.5
2731,"S419",12,"male","Other",63.3,2.17,0,6.4,7,6.4
2732,"S038",9,"male","White",46.1,2.79,0,4.2,6,4.9
2733,"S436",10,"male","Black",66.3,3.22,0,4,5.2,5.6
2734,"S275",9,"male","Other",60.2,2.98,1,8,6.2,3.4
2735,"S490",9,"male","White",14.7,2.3,0,6.5,5.9,3.9
2736,"S108",9,"male","Black",77.9,2.45,1,7.7,5.6,6.4
2737,"S500",9,"male","Other",51.5,2.55,0,8.2,5.7,5.4
2738,"S467",12,"female","Black",28.1,1.57,0,5.3,7.2,5.3
2739,"S420",9,"male","Latino",46.5,2.39,1,6.4,3.8,9.6
2740,"S111",12,"male","Other",55.9,3.03,1,5.7,1.9,6
2741,"S355",10,"male","Black",55.1,3.18,0,5.8,6.8,5.6
2742,"S168",10,"female","Other",83.4,3.14,0,7.6,9.5,4.1
2743,"S198",10,"female","White",16.4,3.52,1,4.4,6.4,5.9
2744,"S261",11,"male","Other",60.3,2.81,0,6.7,8.7,4.9
2745,"S355",12,"female","Other",34.8,3.33,0,6.3,5.1,3.9
2746,"S312",9,"female","Asian",89.1,3.81,0,5.1,7.3,2.5
2747,"S490",10,"male","Latino",12.9,2.28,0,5.6,4.5,7.7
2748,"S498",9,"male","White",43.4,2.56,0,7.5,3.1,4.5
2749,"S249",9,"female","Other",30.9,2.69,0,5.8,4.8,4.5
2750,"S072",12,"male","Asian",73.8,3.08,0,6,7.5,6.7
2751,"S480",12,"male","Asian",58,2.29,0,2.7,4.4,7.3
2752,"S144",11,"male","Asian",47.2,3.03,0,4.5,4.6,8.3
2753,"S355",11,"female","Asian",56.4,3.24,0,5.2,6.2,2.4
2754,"S045",9,"male","Black",95,3.24,0,5.2,7,7.8
2755,"S429",11,"female","Other",76.3,2.88,0,4.6,5.6,7.6
2756,"S190",10,"female","White",91.5,2.51,0,4.7,7.5,5.4
2757,"S202",11,"female","Latino",57,2.85,0,3,7.7,6.3
2758,"S379",12,"male","White",41.9,2.69,0,8.6,5.1,5.8
2759,"S124",12,"male","Black",64.7,3.64,0,6.7,6.7,5.6
2760,"S483",10,"female","White",22.4,2.21,1,3.2,6.1,5.4
2761,"S193",10,"female","Black",31.4,2.96,0,5.3,6.4,2.6
2762,"S242",12,"male","Latino",76.6,2.72,0,6.3,4.7,8.1
2763,"S321",12,"male","Other",21,1.72,0,6.1,4.3,4
2764,"S118",10,"female","White",71.6,2.64,1,6.2,9.6,8.9
2765,"S121",11,"female","Asian",68.2,3.1,1,7.8,6,3
2766,"S173",12,"male","Other",83.7,3.75,0,6,5.8,6.1
2767,"S421",9,"male","Other",64.4,3.19,1,4.5,6.5,5
2768,"S241",12,"male","Asian",15.2,3.36,0,3.6,5,5.6
2769,"S175",11,"female","Black",81,3.33,0,7.1,7.5,5.2
2770,"S004",10,"male","White",44.8,1.84,0,5.9,5.8,3.2
2771,"S255",12,"male","White",55.8,3.41,0,6.2,5.1,5.8
2772,"S275",12,"male","White",68.1,3.02,0,7.4,2,8.3
2773,"S126",9,"male","White",34.9,1.98,0,6.4,3.2,6.4
2774,"S185",11,"male","Other",67.6,2.5,0,9.1,6.5,5.1
2775,"S238",11,"female","Asian",67.3,2.07,0,5.8,4.7,5.2
2776,"S238",10,"male","Other",37.7,2.3,0,9.1,7.2,5
2777,"S394",9,"male","Black",59,3.84,0,7.5,6.7,3.9
2778,"S268",9,"male","Asian",78.6,2.61,0,3.5,7.2,2.7
2779,"S381",9,"female","White",74.6,2.55,0,6.8,7.8,3
2780,"S426",12,"male","White",54.6,2.46,0,7,7.9,5.3
2781,"S303",10,"male","Latino",15.3,2.77,0,6.5,6.7,5
2782,"S324",11,"male","Other",28.7,3.23,1,8.1,3.8,3.5
2783,"S365",10,"female","Latino",40.4,2.3,0,9,6.4,2.1
2784,"S055",9,"male","Latino",50.7,2.53,0,3.5,5.3,1.6
2785,"S129",10,"male","Other",16.4,3.45,0,6.5,6.2,3.3
2786,"S242",9,"male","Other",31.2,2.54,0,6.2,5.7,6.3
2787,"S266",12,"male","Latino",79.2,1.98,1,6.5,8.1,7.6
2788,"S014",11,"male","Latino",69.3,3.51,0,6.3,6.2,3.7
2789,"S311",9,"female","Other",78.5,3.11,0,7.2,5,4.5
2790,"S471",11,"female","Black",80,3.67,0,9,5.1,3.8
2791,"S421",10,"male","Black",87.2,2.83,1,6.9,5.4,5.3
2792,"S274",9,"female","Asian",51.1,3.3,1,6.7,5,1.7
2793,"S091",11,"female","Other",29.7,3.53,0,5.7,5.3,2.6
2794,"S123",12,"male","Other",40.4,3.38,0,5.6,5,6.2
2795,"S500",11,"female","Black",47.4,2.7,0,8.8,4.5,4.5
2796,"S336",11,"male","Black",73.4,2.85,1,8.3,7.5,1.4
2797,"S123",12,"male","Latino",49.8,3.32,0,6.8,6.2,5.1
2798,"S102",12,"male","White",22.5,2.88,0,5.9,6.2,5.1
2799,"S078",11,"male","White",91.3,2.69,0,6.7,7.3,7.1
2800,"S344",10,"female","Black",17.7,3.35,0,5.7,7.5,3.9
2801,"S188",11,"female","Asian",38.3,2.86,0,7.8,3.9,6
2802,"S396",12,"female","Other",61.1,3.11,0,6.6,6.4,2.3
2803,"S134",9,"male","Asian",34.8,3.3,0,5,8.7,4.9
2804,"S319",10,"male","Latino",93.7,3.2,1,7.1,5.7,5.1
2805,"S470",10,"female","Black",68.6,2.31,0,6.3,5.1,5.2
2806,"S269",12,"male","Black",50.3,2.19,1,6,7.5,2.9
