contribution_id,candidate_name,candidate_party,office,state,amount,date,contributor_type,contributor_state,is_corporate,bonica.rid,cycle,election,Cand.ID,District,cfscore,male.winner,running.variable,female.margin,female.pctile,prev.elect,democrat,total.votes,professional,pct.female.chamber,gop.gov,house,state.pres.dem,num.cands,won.again,pct.dem.last,female.cand.last,total.dist.last,female.inc,total.raised.candidate,log.total.raised.candidate,individual.money,log.individual.money,pac.money,log.pac.money,party.money,log.party.money,male.money,log.male.money,female.money,log.female.money,share.district.total,district.total,log.district.total,cand.gender
1277,"MOORE, THOMAS L",Democrat,state:upper,SC,203513,1996-04-20,Individual,SD,TRUE,cand48515,1996,SC1996,SC529,SC-25,0.182994855,1,13.55711365,36.44288635,36.4,NA,0,24.548,0.135,0.136363636,1,0,0.4385,2,1,NA,NA,NA,0,203513,12.22348516,75779,11.23558968,123667,11.72535583,2000,7.601402335,55453.75,10.92332265,11488.29,9.349170576,0.844483819,240991,12.39251487,M
1278,"TURNER, BRENDA K",Democrat,state:lower,TN,32960,1998-09-14,Individual,IL,FALSE,cand48562,1998,TN1998,TN20169,TN-29,0.260941316,0,-6.918598175,56.91859818,56.9,NA,0,7.899,0.117,0.162962963,1,1,0.48,2,1,67.6611557,1,27500,1,32960,10.40304998,2025,7.613818685,13200,9.488047863,800,6.685860947,1875,7.53689713,6150,8.724369949,0.784668492,42005,10.64554394,F
1279,"ISETT, CARL",Republican,state:lower,TX,158244,2002-05-05,Individual,NM,FALSE,cand48765,2002,TX2002,TX3097,TX-84,1.154193522,1,17.910644,32.089356,32.1,NA,1,27.296,0.215,0.196428571,1,1,0.3798,2,1,0,0,63017,0,158244,11.97189342,91606,11.42526297,86065,11.36286972,100,4.615120517,50588.83,10.83150585,4388.5,8.386970604,0.921271257,171767,12.05389419,M
1280,"ISETT, CARL H",Republican,state:lower,TX,228255,2004-08-28,Individual,FL,FALSE,cand48765,2004,TX2004,TX3097,TX-84,1.154193522,1,18.10775254,31.89224746,31.9,NA,1,45.66,0.215,0.217777778,1,1,0.3822,2,1,31.31228065,1,106345,0,228255,12.3382187,104842,11.56021927,110558,11.61330459,0,0,87150.01,11.37539764,9992.03,9.209643129,0.973144777,234554,12.36544112,M
1281,"ISETT, CARL H",Republican,state:lower,TX,401734,2006-06-11,Self-Funded,NY,FALSE,cand48765,2006,TX2006,TX3097,TX-84,1.154193522,1,16.12788139,33.87211861,33.9,NA,1,23.819,0.215,0.215613383,1,1,0.3822,2,1,31.89224625,1,171767,0,401734,12.90354546,158167,11.97141304,236723,12.37465018,0,0,134296,11.80780904,17446,9.766922993,1,401734,12.90354546,M
1282,"CAMPBELL, SCOTT",Republican,state:lower,TX,148301,2002-11-02,PAC,ND,FALSE,cand48783,2002,TX2002,TX7069,TX-72,1.12253829,1,19.2414554,30.7585446,30.8,NA,1,31.337,0.215,0.196428571,1,1,0.3798,2,1,73.63516998,1,356309,0,148301,11.90699927,68773,11.13858105,62121,11.03685547,0,0,57994,10.96811208,9630,9.172742342,0.812853189,182445,12.11420404,M
1283,"SPANEL, HARRIET",Democrat,state:upper,WA,70249,1992-05-01,Individual,MS,TRUE,cand48987,1992,WA1992,WA232,WA-40,-1.032065522,0,-5.409381866,55.40938187,55.4,NA,0,50.625,0.198,0.333333333,0,0,0.434,2,1,NA,NA,NA,0,70249,11.15980135,7769,8.958025443,32325,10.38362714,1536,7.337587744,5214,8.559294367,1630,7.396948603,0.70177419,100102,11.51394495,F
1284,"SPANEL, HARRIET",Democrat,state:upper,WA,65235,1996-03-27,PAC,IN,FALSE,cand48987,1996,WA1996,WA232,WA-40,-1.032065522,0,-9.900669098,59.9006691,59.9,NA,0,51.143,0.198,0.315789474,0,0,0.4984,2,1,55.40938187,1,284234,1,65235,11.08575141,11665,9.364433907,47510,10.76871654,1973,7.58781722,7075,8.864464055,4550,8.423102268,0.870577716,74933,11.22434966,F
1285,"SHIN, PAULL H",Democrat,state:upper,WA,160098,1998-06-09,Individual,VT,FALSE,cand48988,1998,WA1998,WA4076,WA-21,-0.532796537,1,5.262958527,44.73704147,44.7,NA,0,39.607,0.198,0.43902439,0,0,0.4984,2,1,39.8868103,1,147650,1,160098,11.98354141,105099,11.56266756,51770,10.85458543,2904,7.974188669,64959,11.08152697,31665,10.36299883,0.933390857,171523,12.05247265,M
1286,"SHIN, PAULL H",Democrat,state:upper,WA,163128,2002-08-25,Individual,NV,FALSE,cand48988,2002,WA2002,WA4076,WA-21,-0.532796537,1,12.06885529,37.93114471,37.9,NA,0,31.051,0.198,0.465116279,0,0,0.5013,2,1,55.26295853,1,375678,0,163128,12.00229045,118993,11.68682835,43625,10.68340858,0,0,75718,11.2347844,30775,10.33449044,1,163128,12.00229045,M
1287,"ESSER, LUKE",Republican,state:upper,WA,379516,2002-08-17,Individual,WA,FALSE,cand49035,2002,WA2002,WA4073,WA-48,0.581450045,1,27.50759888,22.49240112,22.5,NA,1,32.242,0.198,0.465116279,0,0,0.5013,2,0,0,0,72360,0,379516,12.84665204,120229,11.69716185,189967,12.15461092,64678,11.07719185,86763.86,11.37095698,32244.84,10.38114432,0.509254078,745239,13.52146025,M
1288,"ROBSON, JUDY",Democrat,state:upper,WI,90034,1998-01-16,Individual,ND,FALSE,cand49044,1998,WI1998,WI358,WI-15,-0.63097135,0,-3.912853241,53.91285324,53.9,NA,0,50.628,0.459,0.210526316,1,0,0.4881,2,1,NA,NA,NA,0,90034,11.40794266,80130,11.29141807,-550,0,0,0,50045,10.82069786,29930,10.30665001,0.857932401,104943,11.56117262,F
1289,"ROBSON, JUDITH",Democrat,state:upper,WI,123093,2002-12-08,Party Committee,NY,TRUE,cand49044,2002,WI2002,WI358,WI-15,-0.63097135,0,-14.68940735,64.68940735,64.7,NA,0,51.772,0.459,0.212765957,1,0,0.4783,2,1,53.91285324,1,232668,1,123093,11.72069545,104189,11.55397143,15125,9.624170396,2181,7.687997166,61943.5,11.0339941,42340.72,10.65352817,0.983988297,125096,11.73683672,F
1290,"CASE, CALE",Republican,state:lower,WY,2887,1992-10-08,PAC,NV,TRUE,cand49141,1992,WY1992,WY12508,WY-54,0.258193949,1,8.010753632,41.98924637,42,NA,1,3.72,0.057,0.367647059,0,1,0.3397,2,1,NA,NA,NA,0,2887,7.96797318,1970,7.586296307,75,4.33073334,0,0,2141.65,7.66979866,495,6.206575927,0.273467841,10557,9.264544426,M
1291,"CASE, CALE",Republican,state:lower,WY,3639,1994-08-28,Individual,MS,TRUE,cand49141,1994,WY1994,WY12508,WY-54,0.258193949,1,22.85161313,27.14838687,27.1,NA,1,3.875,0.057,0.252873563,0,1,0.3397,2,1,41.98924637,1,15477,0,3639,8.199464198,801,6.687108608,0,0,300,5.707110265,1014,6.922643891,212,5.361292166,0.452668242,8039,8.992059976,M
1292,"JACKSON, JACK",Democrat,state:upper,AZ,8683,1998-08-01,PAC,SD,FALSE,cand49270,1998,AZ1998,AZ25480,AZ-3,-1.059108966,1,23.94422291,26.05577709,26.1,NA,0,28.865,0.185,0.181818182,1,0,0.4652,2,1,75.19988251,0,8427,0,8683,9.06912237,776,6.65544035,1982,7.592366129,5925,8.687104728,575,6.356107661,200.63,5.306434335,1,8683,9.06912237,M
1293,"LETSON, JOHN (JODY)",Democrat,state:lower,AL,83329,2002-12-25,Self-Funded,ID,TRUE,cand4964,2002,AL2002,AL3120,AL-7,0.225008425,1,23.12673527,26.87326473,26.9,NA,0,12.748,0.067,0.121693122,0,1,0.4159,3,1,100,0,55405,0,83329,11.33055191,350,5.860786223,52199,10.86283777,1277,7.153051635,17102.62,9.747045416,250,5.525452939,1,83329,11.33055191,M
1294,"BENTLEY, ROBERT",Republican,state:lower,AL,19350,2002-08-13,Individual,ME,FALSE,cand4969,2002,AL2002,AL3188,AL-63,0.773304835,1,13.70156802,36.29843198,36.3,NA,1,13.539,0.067,0.121693122,0,1,0.4159,2,1,31.08709526,1,109736,0,19350,9.870447698,1000,6.908754779,18350,9.817439348,0,0,1000,6.908754779,0,0,1,19350,9.870447698,M
1295,"CHAVEZ, ED",Democrat,state:lower,CA,530257,2002-05-28,Individual,AR,TRUE,cand49700,2002,CA2002,CA4437,CA-57,-0.5299658,1,16.65932337,33.34067663,33.3,NA,0,60.538,0.57,0.26,0,1,0.5345,2,1,73.2829361,1,409842,0,530257,13.18111707,1300,7.170888479,525330,13.17178382,0,0,1300,7.170888479,0,0,0.995821455,532482,13.18530437,M
1296,"HUBBARD, MIKE",Republican,state:lower,AL,540478,2006-09-14,PAC,WA,FALSE,cand4971,2006,AL2006,AL3191,AL-79,0.756947815,1,7.628774314,42.37122569,42.4,NA,1,12.685,0.067,0.171428571,1,1,0.3684,2,1,0,0,173472,0,540478,13.20020921,120278,11.69756932,402950,12.90657025,0,0,109543,11.60408157,7010,8.855235623,1,540478,13.20020921,M
1297,"BALL, MIKE",Republican,state:lower,AL,63532,2002-07-23,Individual,TN,FALSE,cand4972,2002,AL2002,AL3192,AL-10,0.614080421,1,16.52846376,33.47153624,33.5,NA,1,12.976,0.067,0.121693122,0,1,0.4159,2,1,40.35802078,1,61740,0,63532,11.05929899,9475,9.156517565,49470,10.80914192,50,3.931825633,6125,8.720297287,2075,7.638198244,1,63532,11.05929899,M
1298,"ENFINGER, JEFF",Republican,state:upper,AL,293075,1998-11-05,PAC,MN,TRUE,cand4974,1998,AL1998,AL3194,AL-7,0.380776109,1,0.736854553,49.26314545,49.3,0,1,36.303,0.067,0.092307692,1,0,0.4316,2,0,NA,NA,NA,0,293075,12.58818383,92000,11.42955473,184525,12.12554565,7500,8.922791624,84175,11.34066512,14875,9.607504455,0.906292327,323378,12.6865772,M
1299,"WYLAND, MARK",Republican,state:lower,CA,476610,2002-10-08,Individual,MD,FALSE,cand49812,2002,CA2002,CA4452,CA-74,0.333648297,1,41.44165915,8.558340854,8.6,NA,1,108.794,0.57,0.26,0,1,0.5345,3,1,33.99108124,0,310165,0,476610,13.07445383,68220,11.13050771,369949,12.82112314,0,0,81406,11.30721654,16130.87,9.688552097,0.907139146,525399,13.17191325,M
1300,"PACCIONE, ANGIE",Democrat,state:lower,CO,58402,2002-03-23,Individual,MS,FALSE,cand49879,2002,CO2002,CO4476,CO-53,-1.440002733,0,-1.827598572,51.82759857,51.8,0,0,18.631,0.172,0.299145299,1,1,0.4239,2,1,51.54893494,0,65317,0,58402,10.97510541,29002,10.27515455,22750,10.03236438,4600,8.43402895,14281,9.566755282,15521,9.650013651,0.637611223,91595,11.42513196,F
1301,"PASCHALL, MARK",Republican,state:lower,CO,24169,1996-02-08,PAC,IL,FALSE,cand49905,1996,CO1996,CO17938,CO-29,0.80664181,1,3.709030151,46.29096985,46.3,NA,1,19.466,0.172,0.283464567,0,1,0.4443,2,1,NA,NA,NA,0,24169,10.0928261,4112,8.321907968,16912,9.735837836,2100,7.650168701,3210,8.074337694,802,6.688354714,0.555494266,43509,10.68072309,M
1302,"FINCH, BILL",Democrat,state:upper,CT,111745,2002-03-25,Individual,HI,TRUE,cand49933,2002,CT2002,CT15,CT-22,-0.97152663399999994,1,5.328140259,44.67185974,44.7,NA,0,24.136,0.178,0.215384615,1,0,0.5591,2,1,58.5136795,1,358085,0,111745,11.62397477,44295,10.69864966,26450,10.18304924,8200,9.012011377,31585,10.36046926,12590,9.440737552,0.481178304,232232,12.35549215,M
1303,"DETERT, NANCY C",Republican,state:lower,FL,64159,1998-04-11,Individual,FL,FALSE,cand50063,1998,FL1998,FL3325,FL-70,0.491379984,0,-19.5410488,69.5410488,69.5,NA,1,49.112,0.249,0.261061947,0,1,0.4802,2,1,NA,NA,NA,0,64159,11.06911966,2420,7.791935957,59209,10.98884573,450,6.11146734,1775,7.482118924,625,6.439350371,1,64159,11.06911966,F
1304,"CLARKE, DONNA L",Republican,state:lower,FL,245880,2002-07-01,Individual,AL,FALSE,cand50065,2002,FL2002,FL3322,FL-69,0.655850203,0,-9.140133636,59.14013364,59.1,NA,1,48.403,0.249,0.204545455,1,1,0.4884,2,1,48.15863419,1,224983,1,245880,12.41259889,48568,10.79074075,153985,11.94461697,38440,10.55687988,41998,10.64540109,6270,8.743691111,1,245880,12.41259889,F
1305,"ROSS, QUINTON T",Democrat,state:upper,AL,315815,2002-07-28,Individual,ID,TRUE,cand5009,2002,AL2002,AL4182,AL-26,0.219053166,1,22.13149741,27.86850259,27.9,NA,0,32.704,0.067,0.1,0,0,0.4159,2,1,80.23592377,0,147722,0,315815,12.66291188,22476,10.02024784,277830,12.53476829,9000,9.105090961,20400,9.923339198,1326,7.190676034,1,315815,12.66291188,M
1306,"HOOSER, GARY L",Democrat,state:upper,HI,89656,2004-09-26,Individual,SC,FALSE,cand50217,2004,HI2004,HI4778,HI-7,-1.314125171,1,16.30541229,33.69458771,33.7,NA,0,24.544,0.252,0.285714286,1,0,0.5401,2,1,NA,NA,NA,0,89656,11.4037354,27705,10.22940428,27760,10.23138744,300,5.707110265,17985,9.797348956,8165,9.007734472,0.963462861,93056,11.44095674,M
1307,"WHITAKER, JOHN",Democrat,state:lower,IA,91999,2002-03-03,Individual,AR,FALSE,cand50228,2002,IA2002,IA3365,IA-90,-0.953560433,1,0.263031006,49.73696899,49.7,0,0,10.455,0.164,0.266304348,0,1,0.4854,2,1,60.0550766,1,257470,0,91999,11.42953299,16256,9.696278864,21300,9.966509299,49682,10.8134181,13665.3,9.522688227,4956.25,8.50860643,0.633048229,145327,11.88674165,M
1308,"WHITAKER, JOHN",Democrat,state:lower,IA,37740,2004-12-22,Self-Funded,MT,FALSE,cand50228,2004,IA2004,IA3365,IA-90,-0.953560433,1,4.784415682,45.21558432,45.2,NA,0,14.256,0.164,0.206060606,0,1,0.4923,2,1,50.26303101,1,63733,0,37740,10.53847582,8713,9.072686207,21500,9.975854725,4898,8.496786382,5796,8.665095821,3036.5,8.018790088,1,37740,10.53847582,M
1309,"LOVE JR, JAY",Republican,state:lower,AL,30135,2002-10-12,PAC,MI,FALSE,cand5023,2002,AL2002,AL4198,AL-74,0.54763303,1,22.59137612,27.40862388,27.4,NA,1,13.38,0.067,0.121693122,0,1,0.4159,2,1,0,0,37184,0,30135,10.31344257,8435,9.040263542,45700,10.72987546,0,0,-19865,0,500,6.216606101,1,30135,10.31344257,M
1310,"CALABRETTA, MARTHA (MARTI)",Democrat,state:upper,ID,23971,2002-05-11,Individual,TN,FALSE,cand50283,2002,ID2002,ID12313,ID-2,0.413967445,0,-37.43742909,87.43742909,87.4,NA,0,10.615,0.11,0.166666667,1,0,0.2764,3,0,0,0,17504,0,23971,10.08460005,1900,7.550135342,18521,9.826714494,1750,7.467942332,2560,7.848153086,1050,6.957497371,0.555462866,43155,10.67255356,F
1311,"DYSON, ROY",Democrat,state:upper,MD,92175,2002-11-15,PAC,SC,FALSE,cand503,2002,MD2002,MD1415,MD-29,-0.577724902,1,8.253417969,41.74658203,41.7,NA,0,35.246,0.189,0.306818182,0,0,0.5657,2,1,72.52100372,0,8907,0,92175,11.43144422,35330,10.47251604,39175,10.57581959,670,6.508769137,20285,9.917686272,15020,9.617204501,0.333162249,276667,12.5305699,M
1312,"RICHARDSON, MEL",Republican,state:upper,ID,3125,1996-02-03,Individual,GA,FALSE,cand50306,1996,ID1996,ID18546,ID-30,1.153753189,1,23.35910172,26.64089828,26.6,NA,1,13.952,0.11,0.236363636,1,0,0.3365,2,1,0,0,1115,0,3125,8.047189562,100,4.615120517,3025,8.014996894,0,0,100,4.615120517,0,0,1,3125,8.047189562,M
1313,"COLEMAN, LINDA",Democrat,state:upper,AL,111400,2006-01-09,Party Committee,ID,TRUE,cand5033,2006,AL2006,AL4208,AL-20,0.279685401,0,-29.64774323,79.64774323,79.6,NA,0,27.196,0.067,0.111111111,1,0,0.3684,2,1,98.66616058,1,130173,0,111400,11.62088261,1400,7.244941546,109000,11.59911234,0,0,700,6.552507887,700,6.552507887,1,111400,11.62088261,F
1314,"SULLIVAN, JOHN",Democrat,state:upper,IL,966481,2002-10-25,PAC,CO,FALSE,cand50356,2002,IL2002,IL4957,IL-47,-0.753192411,1,1.526550293,48.47344971,48.5,0,0,78.412,0.236,0.168539326,1,0,0.546,2,1,NA,NA,NA,0,966481,13.78141692,34115,10.43752176,241352,12.39401587,621100,13.33924899,30725,10.33286448,1765,7.476472381,0.51512191,1876218,14.44476861,M
1315,"CHURCHILL, ROBERT W",Republican,state:lower,IL,215160,2002-09-14,Individual,NV,FALSE,cand50417,2002,IL2002,IL1530,IL-62,0.264687705,1,11.25737,38.74263,38.7,NA,1,26.627,0.236,0.277511962,1,1,0.546,2,1,0,0,80181,0,215160,12.27913722,7400,8.909370405,74036,11.21232025,57555,10.96051367,7500,8.922791624,900,6.803505258,0.505049082,426018,12.96223688,M
1316,"HOFFMAN, JAY C",Democrat,state:lower,IL,895836,2004-11-01,PAC,OK,FALSE,cand50498,2004,IL2004,IL1541,IL-112,-0.784473291,1,37.8499807,12.1500193,12.2,NA,0,44.181,0.236,0.283950617,0,1,0.5482,2,1,68.5222702,0,371787,0,895836,13.70551264,129185,11.76900851,690842,13.44566787,3267,8.091933456,114535,11.64864446,14150,9.557540572,0.948980824,943998,13.75787933,M
1317,"HOFFMAN, JAY C",Democrat,state:lower,IL,1133119,2006-05-02,Party Committee,CT,FALSE,cand50498,2006,IL2006,IL1541,IL-112,-0.784473291,1,9.701324463,40.29867554,40.3,NA,0,35.356,0.236,0.304878049,0,1,0.5482,2,1,87.84998322,1,883378,0,1133119,13.94048457,180768,12.10497525,891409,13.70055976,5760,8.65886635,170568.19,12.0468963,10600,9.268703615,0.758874653,1493157,14.21640323,M
1318,"CURTIS, MIKE",Democrat,state:lower,AL,146150,2006-11-22,PAC,DE,FALSE,cand5051,2006,AL2006,AL8295,AL-2,0.223338343,1,15.18317928,34.81682072,34.8,NA,0,11.819,0.067,0.171428571,1,1,0.3684,2,0,46.35213852,1,99738,0,146150,11.89238877,23350,10.05839509,115400,11.6561683,3900,8.26898821,15350,9.638935897,4725,8.460834458,0.366437669,398840,12.89631561,M
1319,"SCHWAB, SCOTT",Republican,state:lower,KS,39970,2008-03-01,Party Committee,NH,TRUE,cand50684,2008,KS2008,KS5063,KS-49,1.232352966,1,8.935108185,41.06489182,41.1,NA,1,12.02,0.067,0.302083333,0,1,0.4155,2,1,44.62755585,0,40158,0,39970,10.59588445,1000,6.908754779,38350,10.55453588,0,0,1000,6.908754779,0,0,0.975901555,40957,10.62027801,M
1320,"WEAVER, MIKE",Democrat,state:lower,KY,54037,2002-05-08,Individual,OR,FALSE,cand50703,2002,KY2002,KY20517,KY-26,-0.868403617,1,3.079296112,46.92070389,46.9,NA,0,7.453,0.087,0.136363636,0,1,0.4137,2,1,55.86080551,0,41419,0,54037,10.89742428,15050,9.619199713,17985,9.797348956,12750,9.453364979,11485.7,9.348945123,3850,8.256088134,0.561382549,96257,11.47477698,M
1321,"LINDEEN, MONICA J",Democrat,state:lower,MT,8913,1998-12-11,Individual,AL,FALSE,cand51453,1998,MT1998,MT2675,MT-7,-1.312764258,0,-2.263504028,52.26350403,52.3,0,0,3.203,0.073,0.26875,1,1,0.4123,2,1,46.88581467,1,8856,0,8913,9.095266164,2688,7.896924656,1200,7.090909822,100,4.615120517,2163,7.67971364,4055,8.307952545,0.780541203,11419,9.343033914,F
1322,"PADGETT, JOY",Republican,state:lower,OH,92865,1996-11-02,Individual,ND,FALSE,cand52184,1996,OH1996,OH17863,OH-95,0.923223107,0,-21.24300249,71.24300249,71.2,NA,1,41.263,0.315,0.215053763,1,1,0.4738,2,1,NA,NA,NA,1,92865,11.4389021,38274,10.55255222,37616,10.53521135,16120,9.687878049,24592.81,10.11025006,13156.35,9.484735817,0.985545544,94227,11.45346204,F
1323,"ROSS, BARBARA",Democrat,state:lower,OR,20083,1996-05-15,PAC,LA,FALSE,cand52309,1996,OR1996,OR18722,OR-35,-1.002190707,0,-25.40869141,75.40869141,75.4,NA,0,20.064,0.153,0.21875,0,1,0.4715,2,1,54.51666641,1,185770,1,20083,9.907628965,750,6.621405652,11396,9.341105442,407,6.011267174,550,6.311734809,200,5.303304908,1,20083,9.907628965,F
1324,"CHRISTENSEN, LAVAR",Republican,state:lower,UT,33350,2002-08-18,PAC,NJ,FALSE,cand52999,2002,UT2002,UT12637,UT-48,1.342587771,1,0.185916901,49.8140831,49.8,0,1,8.875,0.067,0.213114754,1,1,0.2634,2,1,52.83446884,1,62744,1,33350,10.41481305,11500,9.350189267,15050,9.619199713,1500,7.313886832,12450,9.42955622,550,6.311734809,0.848082596,39324,10.5795903,M
1325,"KEHOE, CHRISTINE",Democrat,state:upper,CA,579558,2004-06-23,Party Committee,VA,TRUE,cand53868,2004,CA2004,CA15727,CA-39,-1.064306592,0,-12.89659581,62.89659581,62.9,NA,0,334.706,0.57,0.22807017500000001,1,0,0.543,2,1,56.28781891,1,3686092,0,579558,13.27002102,63605,11.06046308,509844,13.14186204,250,5.525452939,44280,10.69831097,19325,9.869206619,0.972900834,595701,13.29749414,F
1326,"HARVEY, TED",Republican,state:upper,CO,20270,2006-05-06,Individual,MD,FALSE,cand53953,2006,CO2006,CO3275,CO-30,1.063695578,1,12.76696777,37.23303223,37.2,NA,1,48.508,0.172,0.333333333,1,0,0.4702,2,1,29.05713272,1,49518,0,20270,9.916897239,10555,9.264449698,9300,9.1378772,0,0,8705,9.071767722,2080,7.640603826,0.727853783,27849,10.23455234,M
1327,"JORDAN, NICK",Republican,state:upper,KS,68248,1996-04-15,Individual,SC,TRUE,cand54590,1996,KS1996,KS1653,KS-10,1.261291549,1,9.887317657,40.11268234,40.1,NA,1,27.156,0.067,0.311688312,1,0,0.3608,2,1,NA,NA,NA,0,68248,11.13090341,17625,9.777130364,47395,10.76629312,0,0,8675,9.068315872,8800,9.08262063,0.732211827,93208,11.44258883,M
1328,"CASPERSON, TOM",Republican,state:lower,MI,115517,2002-05-05,Individual,NV,FALSE,cand54907,2002,MI2002,MI5539,MI-108,1.022623493,1,1.771240234,48.22875977,48.2,0,1,28.991,0.516,0.22027972,1,1,0.5128,2,1,74.90557098,0,45835,0,115517,11.65717298,68312,11.13185536,69675,11.1516112,470,6.154858094,19932.89,9.900176577,21615.5,9.981212191,0.810128269,142591,11.86773567,M
1329,"BAKER, JUDY",Democrat,state:lower,MO,43421,2004-08-23,Party Committee,KS,TRUE,cand55193,2004,MO2004,MO5666,MO-25,-1.197778211,0,-16.16279092,66.16279092,66.2,NA,0,16.34,0.198,0.231292517,0,1,0.461,2,1,54.26922226,1,187179,0,43421,10.67869847,9405,9.149103063,19645,9.885629034,0,0,6200,8.732465848,3005,8.00836557,1,43421,10.67869847,F
1330,"GARCIA, MARY JANE",Democrat,state:upper,NM,42401,1992-10-28,Individual,LA,FALSE,cand55599,1992,NM1992,NM1320,NM-36,-0.943928084,0,-5.935714722,55.93571472,55.9,NA,0,12.071,0.053,0.186046512,0,0,0.459,2,1,NA,NA,NA,0,42401,10.65492723,14521,9.58342002,27820,10.23354641,0,0,9190,9.125980023,3390,8.128880142,0.559084916,75840,11.23638114,F
1331,"GARCIA, MARY JANE M",Democrat,state:upper,NM,95816,1996-12-01,Individual,SC,FALSE,cand55599,1996,NM1996,NM1320,NM-36,-0.943928084,0,-1.504272461,51.50427246,51.5,0,0,11.7,0.053,0.245901639,1,0,0.4918,2,1,55.93571472,1,35415,1,95816,11.47018496,22376,10.01578892,40483,10.60866211,0,0,11760,9.372544252,11416,9.342858752,0.853207006,112301,11.62893805,F
1332,"GLICK, DEBORAH J",Democrat,state:lower,NY,100928,2004-02-10,PAC,UT,FALSE,cand55756,2004,NY2004,NY696,NY-66,-1.054576591,0,-47.58774474,97.58774474,97.6,NA,0,51.57,0.515,0.21888412,1,1,0.5836,2,1,85.97501373,1,55940,1,100928,11.52216267,76558,11.24581696,23670,10.07200595,100,4.615120517,36953,10.51742917,39475,10.58344817,1,100928,11.52216267,F
1333,"PEOPLES, CRYSTAL D",Democrat,state:lower,NY,19290,2002-07-27,PAC,VT,FALSE,cand55945,2002,NY2002,NY3777,NY-141,-0.542491752,0,-48.21242931,98.21242931,98.2,NA,0,226.485,0.515,0.225941423,1,1,0.6022,2,1,77.51843262,1,222289,0,19290,9.867342106,9615,9.171183657,7650,8.942591637,0,0,7125,8.871505346,2390,7.779466967,1,19290,9.867342106,F
1334,"SCHURING, KIRK",Republican,state:upper,OH,270996,2002-12-09,Individual,OR,FALSE,cand56096,2002,OH2002,OH2151,OH-29,1.03477901,1,7.768203735,42.23179626,42.2,NA,1,103.988,0.315,0.166666667,1,0,0.4646,2,1,30.06039429,0,128327,0,270996,12.50985934,200686,12.20950176,67260,11.11633585,0,0,172860.97,12.06024869,27315,10.21522789,0.824681154,328607,12.70261779,M
1335,"COLAFELLA, NICK",Democrat,state:lower,PA,59350,1998-10-23,Individual,CT,FALSE,cand56391,1998,PA1998,PA12791,PA-15,0.101503547,1,21.72891603,28.27108397,28.3,NA,0,17.829,0.283,0.159468439,1,1,0.4917,3,1,NA,NA,NA,0,59350,10.9912074,16950,9.738082108,42100,10.64782677,0,0,15850,9.670987869,900,6.803505258,1,59350,10.9912074,M
1336,"BROWN, IRMA HUNTER",Democrat,state:upper,AR,44580,2002-09-01,Individual,MS,FALSE,cand5705,2002,AR2002,AR3957,AR-33,-0.33893188,0,-22.51879883,72.51879883,72.5,NA,0,18.751,0.104,0.160714286,1,0,0.4586,2,1,NA,NA,NA,0,44580,10.70504061,13025,9.474702639,28950,10.27336002,200,5.303304908,10950,9.301186055,2975,7.998335396,0.933514815,47755,10.77383905,F
1337,"CHOY, ISSAC W",Democrat,state:lower,HI,20725,2008-04-04,Individual,CO,TRUE,cand57096,2008,HI2008,HI10071,HI-24,-0.69218452,1,20.07123432,29.92876568,29.9,NA,0,9.546,0.252,0.364864865,1,1,0.7185,2,1,82.21656036,0,73803,0,20725,9.93909598,31210,10.34852588,16510,9.711782104,0,0,-30715,0,10375,9.247250726,1,20725,9.93909598,M
1338,"AUWAE, EMILY",Republican,state:lower,HI,32004,1998-02-02,Individual,LA,FALSE,cand57106,1998,HI1998,HI11315,HI-44,0.257053985,0,-0.20297622,50.20297622,50.2,0,1,5.292,0.252,0.218390805,0,1,0.5693,2,1,NA,NA,NA,0,32004,10.37361617,3875,8.262558973,6961,8.848222068,750,6.621405652,2085,7.643003636,1789.5,7.490250189,1,32004,10.37361617,F
1339,"CHANG, JERRY (LESLIE)",Democrat,state:lower,HI,50661,2004-12-03,Party Committee,OH,FALSE,cand57108,2004,HI2004,HI117,HI-2,-0.683017863,1,24.68726206,25.31273794,25.3,NA,0,7.834,0.252,0.322222222,1,1,0.5401,2,1,74.98262787,0,36347,0,50661,10.83291166,10950,9.301186055,20881,9.946642823,0,0,8060,8.994792897,2900,7.972810784,1,50661,10.83291166,M
1340,"KAWAKAMI, BERTHA",Democrat,state:lower,HI,76725,1998-01-18,Individual,MS,FALSE,cand57111,1998,HI1998,HI119,HI-14,-0.631857598,0,-18.72694659,68.72694659,68.7,NA,0,8.947,0.252,0.218390805,0,1,0.5693,2,1,NA,NA,NA,1,76725,11.24798288,10510,9.260177607,34444,10.44711913,0,0,8866,9.090091799,1550,7.346655163,1,76725,11.24798288,F
1341,"SAY, CALVIN K Y",Democrat,state:lower,HI,43589,2004-12-28,Party Committee,IA,FALSE,cand57117,2004,HI2004,HI123,HI-20,-0.684184302,1,24.7703948,25.2296052,25.2,NA,0,9.255,0.252,0.322222222,1,1,0.5401,2,1,78.26035309,0,34910,0,43589,10.6825601,13600,9.517898598,28264,10.24937957,0,0,11225,9.325987796,2060,7.630946581,0.842902172,51713,10.85346448,M
