"county_fips","year","unemployment_rate","median_income","gini_index","poverty_rate","pop_density","urban_rural","percent_white","percent_black","percent_hispanic"
"58323",2016,8.3,46750,0.46,19.7,488.4,"Urban",50.1,24.2,36.4
"45283",2010,3.9,51241,0.5,23.5,344.8,"Suburban",50.2,27.3,49.6
"43094",2012,11.9,59625,0.53,29.5,168.8,"Rural",66.1,33.1,2.7
"16673",2020,8.5,43811,0.49,17.5,131.1,"Suburban",46.4,31.4,52
"46996",2016,12,57297,0.49,21.9,70.4,"Suburban",48.4,34.4,55.9
"58323",2015,9.3,53521,0.29,7,823.6,"Rural",55.4,27.8,38.7
"57896",2013,8,64931,0.39,20.1,286.1,"Rural",83.4,5.1,18
"46996",2015,6.2,62781,0.3,21.6,465.9,"Urban",61,35.8,22.3
"28834",2017,10.2,51933,0.48,21,177.2,"Suburban",45.2,50.9,28.1
"31468",2014,12.7,51514,0.53,13.6,234,"Rural",81.4,33.8,52.1
"55493",2015,5.1,48739,0.44,6,162.4,"Rural",89,47.5,17.1
"30421",2012,8.3,51826,0.54,13.1,182.7,"Suburban",35.2,38,30.5
"27604",2010,10,53091,0.48,22.2,618,"Suburban",33.6,6.1,18.9
"26215",2011,9.6,59518,0.29,11,145.8,"Urban",44.8,33.5,43.2
"38665",2013,3.1,45693,0.48,7.1,102.7,"Suburban",56.1,20.9,32.6
"39817",2013,12.5,55067,0.55,23.2,326.5,"Rural",71.7,18,13.5
"26828",2011,8.2,48839,0.4,16.1,373.1,"Urban",67.3,54.4,61.8
"28834",2016,7.8,57215,0.42,25.3,44.6,"Urban",20.2,51.6,40.8
"50629",2010,6.2,49896,0.29,20.2,364.5,"Suburban",49,39.2,40.3
"38313",2020,12.9,54753,0.35,24,46,"Urban",63.6,34.9,61.9
"59367",2010,12,51394,0.31,5.5,75,"Rural",58.8,4.3,44.9
"41468",2020,8.7,52602,0.45,21.1,233.1,"Suburban",51.8,44.2,56.9
"18344",2013,10.1,57904,0.44,8.4,195.2,"Urban",41.5,49.4,30.7
"30556",2016,11.2,50540,0.5,14.4,341.7,"Suburban",69.7,6,44.9
"10020",2013,10.8,49302,0.39,13.6,61.6,"Urban",60.7,10.3,38.8
"50550",2017,4,65808,0.33,14.8,243.2,"Urban",24.9,33,2.5
"25489",2010,8.7,62605,0.29,29.2,125,"Urban",74.7,17.9,20.1
"50110",2016,10.2,42021,0.31,27.3,410.2,"Suburban",26.5,57.7,16.1
"47351",2019,12,53736,0.33,20.1,66.4,"Urban",64.8,33.8,49
"42229",2016,13.3,42347,0.47,9.5,66.7,"Suburban",27.5,57.2,31
"22395",2018,6.3,50678,0.55,28.6,70.2,"Urban",79.8,38.5,6.2
"56258",2012,2.5,47561,0.47,13.1,88.5,"Urban",79.7,9.2,22.7
"45566",2015,5.1,45379,0.3,29.1,327,"Suburban",74,17.9,45.9
"18788",2020,4,58939,0.4,19.8,51.5,"Urban",33.7,54.4,23.4
"45566",2016,14.2,58896,0.53,11.3,128.1,"Rural",52.7,40.4,14
"38761",2013,14.1,65569,0.34,7.6,668.1,"Rural",52.8,52.6,38.8
"37029",2015,5.7,39587,0.5,23.7,149.6,"Rural",45.8,47.1,53.8
"49157",2012,12.7,44010,0.47,16.4,41.6,"Suburban",55.8,9.4,66.7
"10622",2014,14.6,52047,0.42,13.2,177,"Urban",53.7,8.8,13.7
"54368",2013,11.4,56942,0.53,18.1,123.9,"Urban",31.7,49.8,16.5
"38745",2010,3.6,38373,0.47,20.3,277.9,"Suburban",47.7,32.6,65.3
"14823",2016,9,43426,0.31,28.5,42.4,"Suburban",87.9,49.9,36.6
"10622",2019,8.5,50329,0.51,29.5,366.4,"Urban",89.2,25,65
"29373",2017,4.6,46849,0.35,16.9,185.7,"Suburban",71.2,54.9,19.7
"57378",2015,2.4,47799,0.55,25.3,21.3,"Urban",49.2,26.6,23.5
"21095",2018,11.4,45781,0.42,25.4,171.1,"Rural",70,1.7,28.2
"44136",2019,13,49878,0.28,19,906.7,"Rural",85.8,43.4,38.1
"56918",2015,10.7,53305,0.52,7.7,371.8,"Urban",37.9,25,58.1
"59367",2011,12.9,57653,0.36,9.9,51.6,"Suburban",34.6,22.2,48.5
"28834",2020,13.7,40708,0.35,7.8,223.7,"Urban",64.6,19.2,31
"50272",2010,12.5,47607,0.49,16.1,267,"Suburban",77.8,21.8,36.6
"55223",2018,9.2,53695,0.46,16.2,182.8,"Urban",37.1,38.4,14.9
"39497",2013,7.2,42800,0.52,9.8,33.8,"Urban",63.2,2.7,16.6
"36910",2020,14.5,49368,0.34,10.1,641,"Rural",83.1,37.9,62.9
"32258",2019,4.2,57050,0.53,28.7,663.5,"Urban",44.4,34.2,11.3
"11449",2017,6.7,52305,0.47,12.9,53.5,"Rural",76.2,58.6,61.3
"29373",2013,6.9,49702,0.48,23.8,77.8,"Rural",75.7,37.1,64
"43292",2019,9.7,55983,0.5,9.5,738.9,"Rural",48.6,25.2,53.4
"42853",2015,2.2,44772,0.47,8.9,97.9,"Urban",53,48.3,38
"38313",2010,11.2,44184,0.4,5,590.2,"Suburban",56.4,34.2,41.1
"59750",2014,4.9,46793,0.34,16.6,271,"Urban",31.6,55.1,52.3
"52229",2012,5.9,47197,0.42,21.5,162.9,"Urban",22.2,57.3,62.7
"16502",2012,12.5,40431,0.46,6.8,377.8,"Suburban",65.6,34.3,56.6
"17583",2010,14.1,50264,0.29,7.8,130.9,"Suburban",84,2.8,67.2
"11449",2018,13.2,35600,0.39,23.8,74.3,"Suburban",68,22.2,4.2
"59591",2020,13.3,50646,0.43,28.7,1392.6,"Suburban",65.7,11.8,21.1
"24297",2018,10.9,63163,0.34,8.6,159.5,"Suburban",47.3,17.6,26.7
"35401",2016,2.5,56468,0.53,5.9,202.5,"Suburban",65.2,5.1,8.8
"10771",2020,11.4,56389,0.33,27,141.9,"Suburban",30.6,1.7,12
"13319",2019,6.2,51571,0.53,9.8,305.1,"Rural",25.2,34.1,64.7
"38221",2011,11.7,50536,0.32,5.5,21,"Urban",42.7,53.8,56.9
"54594",2014,12,49333,0.51,6.6,26.6,"Suburban",46.6,11.8,37.7
"12128",2017,11.6,46374,0.37,23.1,32.5,"Suburban",24.5,53,36.3
"59416",2019,12.7,60695,0.29,15.6,24.5,"Urban",58.1,51.7,67
"47624",2015,14.7,53323,0.3,8.6,37.1,"Suburban",25.4,7.5,34.7
"48536",2012,14.2,55760,0.44,22.5,162.2,"Rural",32,54.6,3
"35051",2012,7.9,61294,0.53,10,234.7,"Urban",34.1,23.2,48.8
"14823",2015,12.6,57303,0.28,26.4,41.6,"Suburban",58,11.2,2.1
"48273",2016,14.5,71626,0.33,16.4,146.2,"Rural",71.4,48.4,45.6
"54161",2020,9,47508,0.39,14.3,109.1,"Rural",75.6,16.1,29.2
"52745",2014,13.8,57731,0.34,17.8,279.3,"Suburban",72.9,52.6,13.6
"21273",2020,5,58720,0.29,29.9,445.6,"Urban",37,39.5,32.1
"16673",2011,11.1,54896,0.51,18.9,128.6,"Rural",64.8,13.2,19.5
"52229",2011,12,50781,0.39,7.2,284.9,"Suburban",44,59.3,6.7
"29236",2015,5.5,36450,0.33,12.6,82.7,"Urban",64.1,54.7,48.9
"16673",2019,14.1,51314,0.45,24.1,65,"Urban",24.3,51.6,66.2
"43573",2010,11,58168,0.45,20.4,333.5,"Suburban",35.1,38,25.4
"49675",2015,7.9,56937,0.32,6.8,279.1,"Rural",71,27.7,28.9
"15834",2016,11.5,56440,0.32,24.2,502.5,"Rural",45,5.2,49.4
"14823",2019,6.2,55840,0.36,14.6,314.8,"Urban",68,50.6,18.5
"27937",2018,10.7,47533,0.37,14.2,116.1,"Urban",55.7,24.8,30.3
"15091",2010,13,58575,0.31,25.9,96.1,"Urban",42,1.9,48.2
"51432",2018,7.2,56569,0.34,17.7,583.9,"Urban",47.9,51.4,27.5
"50914",2018,4.4,44841,0.33,29.4,151.8,"Rural",79.7,15.5,8.5
"36547",2020,12.1,56797,0.5,5.4,123.7,"Suburban",68.3,51.2,54
"41153",2020,4.6,55931,0.34,10,254.7,"Urban",84.5,47.5,12.4
"11363",2016,5.7,47137,0.55,9.6,191.5,"Suburban",86.1,2.4,56.6
"16691",2018,4.9,45034,0.43,19.3,430.8,"Urban",73.8,7.4,16.7
"27604",2019,12.4,44613,0.53,25.1,387.4,"Rural",33,12.3,26.5
"38337",2018,14.3,43784,0.51,8.9,49.6,"Rural",57.5,50.4,26.6
"45811",2016,6.4,76401,0.38,17.5,145.6,"Rural",80.1,50.5,29.9
"48536",2011,4.6,53709,0.48,6.2,2265.7,"Urban",32.5,49.9,57.2
"58225",2016,12.2,48223,0.34,21.6,22.4,"Urban",84,26.8,13.9
"41150",2011,10.4,45625,0.54,18.7,291.5,"Rural",63.4,53.8,17.6
"12838",2014,14.2,57456,0.33,26.3,581.3,"Suburban",54.2,53.3,34.4
"21116",2013,8.6,44342,0.54,8.2,100.9,"Urban",74.6,58.8,38.6
"41134",2010,12.4,51178,0.31,26.1,322.3,"Suburban",36.1,50.4,20.5
"42033",2010,9.4,54844,0.47,13.7,164.9,"Suburban",40.3,48.5,46
"43791",2018,6.2,37290,0.46,19.2,242.3,"Suburban",76,51.8,18.2
"47351",2016,13.2,42417,0.41,6.4,139,"Urban",53,32.5,24.5
"23783",2020,2.1,50587,0.47,12.2,202.9,"Rural",37,24.1,10.7
"58880",2019,12.8,51620,0.49,15.5,157.2,"Urban",20.3,36.7,61.8
"45811",2015,9.3,47642,0.37,14.5,383,"Urban",70.8,43.4,25.4
"18893",2019,2.4,47809,0.3,25,59.5,"Rural",69.6,57.7,44.5
"15180",2011,9.1,56225,0.47,6.1,197.8,"Suburban",61.8,12.6,23.8
"33032",2019,11.5,62040,0.45,9,385,"Rural",80.7,47.5,16.4
"29041",2013,3.2,42374,0.32,19.4,120.9,"Suburban",21.9,28.3,18.5
"42137",2020,10.9,51656,0.49,10.2,231.4,"Suburban",46.1,17.7,40.6
"41134",2012,3.4,48966,0.45,19.2,341.9,"Suburban",74.5,41.7,68.5
"32170",2016,4.4,63744,0.54,23.6,50.9,"Urban",87.4,58,11.2
"47294",2011,14.4,38422,0.52,20.6,1053.8,"Rural",39.4,15,41.4
"33607",2020,2.9,48979,0.38,26.2,137.9,"Rural",33.4,18.2,54
"11482",2011,15,48863,0.4,7.3,51.1,"Suburban",42.8,47.6,32.4
"35973",2015,4,47073,0.31,8.6,424,"Urban",60,6.9,21.4
"11482",2019,4,56137,0.52,5.7,182.9,"Urban",75.1,24.8,36.6
"44136",2011,5.3,57411,0.5,6.1,222.6,"Urban",55.6,16.7,22.7
"23317",2013,9.9,55705,0.54,15,320.2,"Rural",80.6,18.4,17.3
"42033",2011,14,55604,0.42,6.6,313.5,"Rural",77.6,51.9,65.3
"56258",2012,3.5,51024,0.45,8.2,102.5,"Urban",52.5,59.9,35
"35973",2020,3.5,36960,0.51,18.6,68.3,"Urban",29.9,48.5,61.3
"51507",2010,3.7,53682,0.35,13.5,143.5,"Urban",34.3,8.9,50.6
"44105",2012,9.3,57717,0.38,18.3,133.2,"Urban",60.2,19.6,24.7
"20043",2018,14.9,38018,0.29,17.8,407.6,"Urban",23,11.5,6.8
"53892",2011,2.7,74027,0.51,25.9,1174.6,"Suburban",52.7,52.9,32.5
"54774",2016,3.8,51613,0.41,7.4,42.3,"Suburban",29.5,51.7,24.9
"46996",2015,13,65862,0.5,23.2,484.4,"Rural",25.2,54.2,18.9
"27797",2017,3.7,43640,0.49,5.9,3677.1,"Urban",48,1.1,38.2
"29373",2014,9.7,45100,0.34,14.1,1342.3,"Urban",30.1,47.6,35.7
"56918",2010,4.3,32163,0.51,12.3,94.7,"Rural",31.8,37.3,57.2
"59560",2010,5.3,40073,0.3,23.2,182.9,"Urban",47,38.1,17.1
"53935",2015,7.1,44358,0.51,23.5,7.4,"Rural",84.3,26.8,30.2
"53212",2015,8.7,66973,0.36,28.6,95.3,"Rural",63.8,31.8,50.2
"25489",2014,2.4,54292,0.46,20.5,25.4,"Suburban",45.9,28.7,62.3
"54817",2015,8.3,49845,0.5,7.5,865.8,"Suburban",63.4,56,2.7
"38665",2011,14.8,48558,0.42,12.4,388.2,"Urban",38.4,57.8,41.8
"23483",2015,5.1,51382,0.34,27.6,607.2,"Rural",50.5,57.6,5.2
"38221",2016,6.3,42949,0.31,22.1,110.4,"Rural",50.1,56.9,21.1
"35973",2013,10.3,59253,0.33,15.7,47.9,"Urban",89.7,12.6,30.4
"39572",2012,5.5,55094,0.37,19.9,45.6,"Urban",71.7,59.3,35.5
"54817",2012,5.1,59052,0.45,10.1,87.2,"Rural",89.4,50.1,19.9
"17979",2013,6.2,49868,0.52,19.7,200.3,"Urban",75.2,52.1,26.6
"29134",2014,10.1,60272,0.33,9.6,136,"Suburban",78.6,37.4,25
"31468",2020,4.8,58312,0.28,19.9,148.7,"Rural",24.5,60,21.2
"34142",2010,7,57210,0.35,23.2,329.5,"Suburban",36.6,2.6,2.1
"35051",2018,13.4,53440,0.52,25.6,1138.5,"Urban",41.4,49.6,5.1
"37065",2019,3.7,35950,0.47,20.7,199,"Suburban",56.6,33.7,10.3
"30421",2015,12.2,50642,0.37,12.8,78.7,"Rural",65.8,30.4,37
"30953",2018,3,52867,0.4,21.1,281,"Suburban",52,32.4,22.2
"14428",2012,6.2,56728,0.3,12.1,169.2,"Rural",59.5,23.9,31.1
"21343",2013,9.2,56983,0.33,19.6,107,"Suburban",38.4,26.5,27
"14823",2014,2.7,54091,0.54,26,147.5,"Suburban",40.9,42.8,25.3
"31389",2010,10.6,56476,0.52,18.7,141.8,"Suburban",65.8,20.5,65.9
"54774",2010,9.7,56861,0.42,29.8,217,"Rural",66.5,28.2,59.2
"53346",2011,9.8,52095,0.32,15.3,69.6,"Urban",31.3,54.2,31.7
"33829",2017,7.4,65521,0.52,5.6,619.8,"Rural",58.5,39.3,37.7
"57896",2016,11.8,51838,0.36,26.7,502,"Urban",56.8,42.5,8.6
"16502",2017,13.1,56745,0.44,26,30.6,"Urban",33.5,36.2,15.5
"59374",2010,11.2,49934,0.3,9.6,83.1,"Suburban",85.5,8.6,10.3
"34217",2010,6.6,49703,0.55,12.8,69.6,"Urban",23.8,10.8,58.9
"33342",2017,6.7,39111,0.51,12,283.2,"Rural",50.5,38.7,46.2
"21095",2015,6,46528,0.32,28.1,1251.4,"Rural",59.6,3.9,43.6
"46616",2016,10.1,66104,0.36,11.7,626,"Urban",22.2,2.8,43.8
"52229",2018,14.6,48055,0.32,24.4,275.3,"Suburban",61.2,23.1,12.1
"48512",2015,3.4,52689,0.41,10.1,213.7,"Suburban",59.9,10.1,24.4
"11449",2012,8.3,39514,0.53,26.1,100.4,"Suburban",48,28.1,69.3
"12128",2012,2.3,43662,0.54,27.3,482.6,"Suburban",49.6,46.7,59.6
"12330",2015,8,41231,0.48,17,783.4,"Suburban",23.7,45.1,21.3
"14428",2016,14.3,47515,0.37,25.7,133.3,"Urban",66.4,21.4,3
"31389",2014,3.1,54612,0.28,14.5,446.6,"Urban",46.4,14.5,7.8
"54859",2019,8.5,40504,0.52,26.8,32.4,"Urban",56.1,1.8,25.6
"21116",2012,2.9,57165,0.53,10.6,713.3,"Suburban",48.3,17.8,48.8
"45067",2010,9,50875,0.36,15.3,78.3,"Urban",37.9,14.7,53.7
"24002",2012,7.9,43708,0.54,29.7,118.6,"Urban",74.1,8.5,46.7
"25849",2017,4.4,47993,0.32,25.1,421.6,"Suburban",55.6,52.9,44.2
"51468",2014,8.7,47476,0.38,29.6,282.5,"Rural",36.4,2.1,5.8
"24703",2011,13.6,41392,0.5,22.9,514.7,"Suburban",67.9,23.9,64.9
"52514",2017,3.5,48301,0.31,18,218.3,"Suburban",69.3,44.8,68.3
"45714",2012,8.3,61140,0.38,10.6,175.2,"Rural",85.3,31.2,51.7
"29461",2012,13.8,49406,0.31,20,234.8,"Rural",46,51.9,8.1
"36547",2013,7,51662,0.3,9.7,355.7,"Suburban",28,46.5,43.7
"42608",2012,3.7,53959,0.4,27.6,418.7,"Urban",35.9,23.8,51.2
"59107",2017,15,53854,0.41,26.4,24.9,"Suburban",22.8,10.7,6.9
"50272",2014,4.1,35074,0.34,22.9,38.6,"Rural",62.2,41.3,42
"41150",2011,6.7,50150,0.33,13.6,362.3,"Urban",60.2,38.1,9.9
"48866",2012,6.3,48104,0.44,13.2,199.6,"Suburban",76.6,24.8,43.3
"49716",2016,2.1,55616,0.5,19.9,241.2,"Suburban",67,23.3,41.3
"58697",2012,9.4,58104,0.51,20.4,35.5,"Rural",56.8,26.8,45
"38665",2017,2.1,65448,0.28,6.2,664.7,"Urban",75,27,14.5
"18003",2020,13.1,53383,0.44,19.6,252.9,"Urban",27.2,27.7,37.9
"41134",2012,11.9,51572,0.54,16.3,251.3,"Rural",53.8,2.8,16.6
"34217",2018,8.2,51206,0.42,11.5,149,"Rural",24.6,32.7,51.4
"21073",2010,5.5,44336,0.4,17.2,185.9,"Urban",59.1,13.9,45.2
"28966",2013,12.4,44907,0.45,9.3,174.8,"Urban",75.9,52.6,6.2
"29134",2019,9.8,48752,0.54,15.3,43.1,"Suburban",73.2,10.4,43.9
"30953",2010,2.7,70050,0.54,17.4,111.3,"Suburban",58.7,47.9,46.5
"25849",2013,12.4,51420,0.4,9.1,162.9,"Rural",68.1,54.4,53.5
"24878",2019,11.6,53403,0.54,6.3,610.4,"Rural",64.1,39.8,47.2
"33462",2016,12.2,48305,0.5,10.8,486,"Urban",78.3,23.6,68.9
"48944",2012,6.3,44421,0.5,20.8,415,"Urban",74.6,10.1,7.4
"23317",2019,4.6,65700,0.52,26.1,322,"Rural",68.9,24.8,2.1
"29236",2019,8.4,51384,0.5,26.3,540.8,"Urban",89.9,32.7,31.6
"20733",2013,4.5,53509,0.3,11.4,38.2,"Rural",47.1,17.1,59.2
"40345",2015,10.8,51203,0.46,19.9,156.6,"Suburban",75.7,42.2,13.4
"57896",2016,13.3,54027,0.54,16.2,133.4,"Suburban",86,38.1,68.2
"36056",2020,4.8,51301,0.42,22.8,61.3,"Suburban",64.3,13.2,23.6
"20733",2011,2.8,43386,0.54,28.2,315.7,"Urban",39.3,39.3,46.5
"54859",2012,8.2,66167,0.36,29.4,161.2,"Rural",34.1,50.5,14.1
"54368",2016,3.9,55064,0.47,27.8,131.1,"Rural",34.2,6.6,42.2
"54594",2018,9.8,57196,0.37,23.3,172.3,"Urban",22.3,35,53
"21273",2013,13.8,32478,0.31,14.3,893.1,"Suburban",47.2,17.2,64.4
"14428",2019,8.2,47940,0.3,20,159.7,"Suburban",47.6,12.2,21.5
"44136",2017,13.8,53275,0.41,20.8,268.3,"Urban",73,36.1,27.2
"34619",2019,5.7,55493,0.43,19.6,59.2,"Suburban",51.7,25.9,32.4
"29236",2014,3.4,51501,0.53,9.9,231.4,"Suburban",43.7,36.1,38.5
"29134",2016,2.5,67000,0.3,9.2,310.4,"Urban",59.8,32.4,60.1
"54594",2014,9.9,44375,0.35,22,786.5,"Suburban",62.2,30.9,40.9
"23483",2010,11.5,57286,0.52,10.4,105.8,"Urban",43.8,5.5,10.1
"45714",2017,4.7,39980,0.38,12.7,135.7,"Urban",53.9,23,59.4
"17979",2013,10.1,58660,0.41,10,219.2,"Urban",25.7,36.3,63.9
"36482",2011,5,43306,0.45,18,85,"Urban",28.9,37.3,61.2
"59416",2012,10.8,55293,0.28,8.1,175.2,"Urban",49.9,16.4,68.4
"37065",2016,5.8,49449,0.29,21.1,44,"Urban",60.5,25.7,12.6
"39817",2016,5.2,39346,0.39,7.8,260,"Urban",60,13.4,52.3
"10224",2017,12.3,38434,0.34,17.8,171.1,"Urban",33.5,42.3,34
"49716",2018,13.5,55520,0.41,25.5,3488.5,"Suburban",75.4,17.5,52.5
"11449",2020,2.6,46140,0.32,8.1,23.1,"Urban",32.6,44,49.3
"37029",2015,11.1,42192,0.35,7.2,55.7,"Suburban",44.5,47,17.1
"42678",2018,11.8,48331,0.45,19.5,96.1,"Suburban",27.5,24.9,16.3
"29698",2017,12.9,53232,0.38,27.2,45.5,"Urban",69.5,33.9,63
"47504",2014,5.1,57505,0.51,5.9,30.5,"Rural",22.4,19.8,54.8
"33462",2011,4.2,69765,0.35,14.5,506,"Rural",64.1,43.6,56.2
"57668",2012,10.6,61409,0.31,5.4,350,"Suburban",62.6,9.8,11.3
"15025",2014,8.4,49949,0.42,10,200.5,"Suburban",47.4,9.3,2.8
"44864",2011,7.8,57912,0.43,26.6,802.1,"Rural",76.2,16.9,12.4
"47351",2012,14.3,53901,0.44,7.1,62.2,"Urban",71.7,21.6,22.6
"14588",2020,7.4,54497,0.47,14.9,147.7,"Rural",59.3,48.6,13.6
"13968",2020,5.9,51136,0.38,6,74.2,"Suburban",20.3,23.4,13.3
"42853",2013,12.8,57076,0.28,21.5,4839.5,"Rural",42.9,56.9,24.3
"53935",2019,6.5,58849,0.35,11.5,83.1,"Urban",37.9,23.6,46.5
"54559",2014,6.9,56203,0.54,12.6,166.1,"Urban",75,37.6,12.2
"37029",2018,3.7,58704,0.45,22.6,676,"Suburban",61,35.7,59.8
"49583",2019,8.8,48220,0.31,20,368.8,"Rural",41.6,22.4,5
"34143",2015,13,51734,0.29,9.8,526.9,"Rural",61.6,42.5,8.7
"54368",2011,10.6,65588,0.29,8.8,98,"Urban",88,37.2,15
"48944",2016,3.5,66919,0.52,12.8,70.1,"Urban",80.9,51.7,45.4
"58697",2015,2.4,55794,0.54,19.9,270.9,"Suburban",69.9,6,67.4
"44447",2012,8.2,52477,0.46,8.2,702.9,"Suburban",49.8,58.8,2.7
"39817",2016,13.9,61269,0.42,13.7,115.4,"Urban",86.8,41.7,26.1
"59524",2012,10.7,46843,0.3,24.8,123,"Urban",64.3,2.5,32.2
"45145",2019,6.9,39855,0.52,18.4,169.2,"Suburban",88.3,58.8,12.4
"38573",2013,6.4,49246,0.42,18.4,236.4,"Suburban",24.1,37.7,5.6
"33805",2011,12.7,40964,0.35,14.6,167.7,"Suburban",44.3,37.6,17
"10224",2018,13.8,57372,0.42,5.7,362.4,"Rural",37.4,25.7,45.7
"34343",2019,8.4,41857,0.44,9.3,92,"Suburban",64,19.5,35.7
"57896",2012,4.5,34793,0.47,21.5,109.5,"Suburban",27.1,5.6,32.7
"42678",2013,10,56838,0.43,20.9,186,"Rural",73.8,18.4,25.9
"32818",2018,3.3,50481,0.52,22.3,659.2,"Rural",76.6,51.3,19.5
"35493",2020,6.3,60429,0.42,14.7,1160.2,"Suburban",50.1,32.3,69.6
"54441",2017,12,47884,0.52,7.6,191,"Suburban",62.4,10.1,40.4
"45620",2012,12.5,66208,0.54,24.7,656.7,"Rural",41.3,53.4,34.2
"34031",2016,14.3,55136,0.39,29.8,102.5,"Urban",40,16.3,25.3
"42137",2017,12.3,47275,0.38,20.6,291.9,"Urban",64,27.3,15.9
"59560",2018,11.9,53669,0.42,5.9,115.5,"Suburban",22,5.7,66.4
"53183",2017,12,42205,0.52,21,203.5,"Urban",36.3,14,20.8
"34343",2020,13.7,50745,0.49,18.9,2488.3,"Urban",23,51,17.7
"24297",2018,3.1,45429,0.54,26.6,83,"Rural",89.3,51.8,18
"44136",2017,12.7,49659,0.5,7.5,183.8,"Urban",33.8,31.3,33.5
"49361",2010,3.4,42462,0.38,7,336.8,"Urban",21.5,39.1,19
"59524",2010,3.1,67844,0.39,10.8,90.4,"Urban",82,14.2,2.1
"27604",2018,12.1,53232,0.29,26.1,874.7,"Suburban",85.1,17.4,4.1
"30556",2017,3.8,63432,0.53,17.8,199.1,"Urban",35.8,36.1,7.8
"43292",2013,7.8,56979,0.55,15,242.4,"Urban",62.9,2.2,59
"26215",2020,9.4,54750,0.45,14.5,34.2,"Urban",37.6,9.9,54.9
"21116",2016,6.9,52561,0.44,12.1,68.9,"Suburban",57.5,42.9,28.4
"10200",2011,3.1,52182,0.32,28.5,257.3,"Urban",70.3,48.6,44.5
"42853",2011,6.2,59753,0.3,17.8,179.7,"Suburban",73.5,6.5,44.7
"17105",2014,12.4,61437,0.51,18,388.3,"Suburban",33.6,22.4,28.3
"27604",2015,14.7,45260,0.4,27.3,39.9,"Rural",55.9,11.2,49.1
"15091",2013,8.5,57963,0.53,11,254.4,"Suburban",23.7,2.4,66.5
"25849",2015,4.4,52115,0.45,19.4,333.3,"Urban",26.4,25.5,10.5
"14588",2013,13.8,55580,0.42,26.4,520.9,"Rural",53.5,56.7,47.7
"44447",2018,14.1,63105,0.29,8,83.2,"Suburban",88.6,13.8,29.9
"48423",2015,4.3,51310,0.4,18.3,334.9,"Suburban",77.6,59.2,28.2
"17105",2012,4.4,62166,0.52,12.4,558,"Suburban",44.6,17.1,65.3
"27510",2010,8.8,46522,0.53,22.8,603.4,"Urban",74.9,12.2,3.6
"28785",2011,2.9,69203,0.5,7.2,123.2,"Suburban",69.6,31.9,7.3
"41153",2014,6.9,57874,0.52,9.8,135.4,"Suburban",45.6,2.3,4.7
"11482",2020,2.8,45617,0.45,9.3,1010.1,"Suburban",25.2,47.3,59.3
"10771",2018,6.6,56845,0.54,20.4,515.9,"Suburban",64.6,1.3,13.4
"17825",2014,7.3,47124,0.36,14.8,56.1,"Suburban",37.7,20.3,15.5
"18003",2011,6.1,55108,0.53,20,300.2,"Rural",89.3,11,25.6
"40345",2016,11.3,45725,0.54,6.9,350.7,"Urban",35.3,33.4,3
"18893",2011,11.2,46288,0.55,13.2,114.2,"Suburban",57.4,7.1,12
"43078",2014,7.4,42460,0.53,17.8,229.1,"Suburban",88.9,47.5,11.5
"30421",2014,9.8,43838,0.48,16.1,226.8,"Urban",33.3,36.4,30.5
"22941",2015,3.3,56423,0.51,12,313.1,"Suburban",62.3,14.8,41.4
"37226",2016,11.6,58250,0.44,18.3,42.9,"Urban",53.5,49.6,14.3
"38745",2010,11.4,58569,0.38,12.9,333.5,"Suburban",85.8,5.6,49.6
"39485",2019,8,54944,0.41,18.6,28.8,"Urban",39.9,48.9,10.7
"35973",2011,2.4,58564,0.42,9,61.5,"Suburban",71.6,27.4,14.2
"58586",2012,4.7,39835,0.41,23.4,1245.3,"Urban",80.4,12.3,10
"37029",2020,12.1,45028,0.44,28.9,763.6,"Urban",69,41.8,9.7
"45811",2017,8.4,60539,0.36,29.3,211.1,"Suburban",58.5,40.9,36.2
"41468",2016,13.7,37319,0.28,13,69.2,"Urban",49.6,58,54
"15025",2014,15,55184,0.48,10.6,170,"Suburban",33.7,55.1,6
"34217",2020,2.7,53895,0.5,25.2,262,"Suburban",46.5,33.1,6
"51507",2014,11.1,46615,0.52,15.3,70.3,"Urban",89.9,57.6,2.8
"11671",2012,6.7,41880,0.39,18.5,226.8,"Urban",38.3,44.4,52.7
"27004",2013,15,55318,0.44,15.3,57.6,"Suburban",53.2,12.9,33.6
"48944",2013,10.4,53229,0.39,9.3,256.6,"Suburban",38.1,23.1,16.1
"45811",2011,8.4,48007,0.47,24,124,"Urban",20.2,53.7,35.2
"51610",2014,7.6,46079,0.34,9.9,220.6,"Suburban",78.4,49.6,19.9
"10200",2020,9.5,61509,0.52,28.1,32.7,"Suburban",70.3,53.9,69
"11671",2014,3,53141,0.44,21.4,159.4,"Urban",28.2,56.4,31.4
"36843",2016,12.2,58293,0.44,9.5,1492,"Rural",22.2,20.2,7.7
"42678",2015,2.6,38809,0.38,12.2,362.3,"Urban",39.3,24.3,19.5
"12816",2016,11,59477,0.47,16,319.3,"Suburban",56.2,58.4,23
"16691",2015,11,53262,0.47,16.2,106,"Urban",21.8,51,50.5
"34217",2020,14.6,66920,0.47,22.9,226.6,"Rural",58.3,46.1,32.1
"30421",2013,12.2,33411,0.3,28.8,228.2,"Suburban",22.2,33.1,46
"11363",2020,12,49238,0.52,22.5,207.2,"Rural",65.1,42.2,9.4
