"release_id","member_id","chamber","party","ideology_score","state","date","topic","sentiment_score","contains_attack"
1110,199,"House","Republican",0.130054142935314,"DE",2024-07-29,"Technology",-0.33,1
1111,143,"House","Republican",-0.0282093894395343,"KY",2024-03-15,"Education",-0.46,0
1112,68,"Senate","Republican",-0.399172303971037,"VT",2024-01-29,"Education",-0.16,1
1113,357,"House","Republican",0.2981887000153,"KY",2024-05-30,"Education",0.12,1
1114,279,"House","Republican",1.16790504728517,"VA",2024-11-21,"Immigration",0.18,0
1115,144,"House","Democrat",0.180085909389939,"WI",2024-12-13,"Agriculture",-0.17,0
1116,152,"House","Republican",0.301432527090964,"MO",2024-03-02,"Foreign Policy",0.13,1
1117,446,"House","Independent",0.000232658341857771,"AZ",2024-06-16,"Agriculture",0.1,0
1118,331,"House","Independent",0.515869599122625,"WV",2024-04-15,"Foreign Policy",-0.41,1
1119,532,"Senate","Republican",0.299730258764418,"OK",2024-05-03,"Foreign Policy",0.34,1
1120,113,"House","Republican",-0.972554338990824,"ND",2024-02-17,"Budget",0.59,1
1121,229,"House","Democrat",0.259269331901537,"OR",2024-10-03,"Health",-0.19,0
1122,202,"Senate","Republican",0.352574420819352,"IN",2024-05-23,"Technology",0.1,1
1123,424,"Senate","Democrat",0.481260289710988,"OR",2024-04-16,"Education",0.32,1
1124,405,"House","Republican",-0.383872829456524,"ID",2024-07-16,"Budget",0.08,0
1125,302,"House","Democrat",0.318178123213677,"AZ",2024-09-19,"Agriculture",0.09,1
1126,224,"House","Democrat",0.045779968857845,"PA",2024-12-15,"Agriculture",0,1
1127,12,"House","Democrat",-0.846720207491911,"IN",2024-06-03,"Foreign Policy",0.05,0
1128,318,"House","Republican",0.955451497996044,"CT",2024-12-18,"Agriculture",-0.02,0
1129,91,"House","Democrat",-0.134788536406381,"AR",2024-01-31,"Agriculture",-0.06,0
1130,220,"House","Democrat",0.204754728931389,"WV",2024-07-21,"Agriculture",0.57,0
1131,515,"House","Democrat",0.182966371335879,"AK",2024-07-24,"Budget",-0.22,0
1132,510,"House","Democrat",0.717508113482911,"WV",2024-05-07,"Education",0.09,0
1133,434,"Senate","Republican",-0.0656048122733374,"CT",2024-11-05,"Agriculture",-0.02,1
1134,115,"House","Democrat",0.462247260296492,"WA",2024-09-21,"Environment",0.76,1
1135,358,"House","Republican",0.347216261832043,"KS",2024-10-15,"Environment",0.4,0
1136,268,"House","Republican",-0.027370302873877,"NY",2024-07-20,"Technology",-0.52,1
1137,406,"House","Democrat",0.376101906593795,"OH",2024-09-15,"Agriculture",-0.09,1
1138,37,"House","Democrat",0.68854544416829,"AK",2024-04-13,"Environment",0.04,0
1139,465,"House","Democrat",-0.357153559330096,"OK",2024-12-09,"Technology",0.1,0
1140,523,"House","Democrat",0.191228982407013,"NJ",2024-07-20,"Budget",-0.21,1
1141,412,"House","Republican",-0.394372283159974,"RI",2024-04-03,"Agriculture",-0.07,1
1142,441,"House","Republican",-0.0232081698711946,"MN",2024-10-27,"Immigration",0.11,0
1143,464,"Senate","Republican",-0.380213723214138,"NJ",2024-07-07,"Technology",-0.06,1
1144,353,"House","Independent",0.155747872814122,"MD",2024-03-30,"Environment",-0.09,1
1145,267,"House","Republican",0.186371460049615,"NH",2024-07-03,"Technology",-0.01,1
1146,445,"House","Democrat",-0.129577442369851,"AR",2024-05-20,"Energy",0.68,0
1147,166,"House","Democrat",-0.0379436035699226,"WV",2024-11-29,"Energy",0.48,0
1148,372,"Senate","Republican",0.329189402588083,"MO",2024-04-19,"Immigration",0.07,1
1149,372,"House","Democrat",0.131553528715209,"ID",2024-04-14,"Health",-0.84,0
1150,30,"House","Republican",-0.535212808367822,"NY",2024-06-07,"Foreign Policy",0.03,1
1151,181,"House","Republican",0.14092084906379,"WY",2024-07-21,"Agriculture",-0.73,1
1152,112,"House","Republican",0.118205056524298,"WV",2024-05-07,"Budget",-0.18,1
1153,258,"Senate","Democrat",0.226805239888272,"ME",2024-02-27,"Health",-0.4,1
1154,58,"House","Democrat",-0.737708825431976,"LA",2024-12-27,"Energy",-0.22,1
1155,196,"House","Republican",0.176867872777379,"SC",2024-05-18,"Technology",-0.03,1
1156,477,"House","Democrat",-0.0869219229583868,"MI",2024-04-22,"Energy",-0.38,1
1157,397,"House","Republican",-0.062452434856053,"PA",2024-12-24,"Environment",-0.59,1
1158,213,"House","Republican",0.201847650328361,"WA",2024-01-16,"Immigration",-0.15,1
1159,51,"Senate","Independent",-0.250006869334178,"FL",2024-12-04,"Budget",0.23,0
1160,124,"House","Democrat",-0.405711367066347,"IA",2024-01-25,"Health",0.09,0
1161,251,"House","Democrat",0.178321572166132,"ME",2024-08-06,"Energy",-0.26,0
1162,116,"House","Democrat",0.411464159026916,"IL",2024-12-15,"Environment",-0.61,1
1163,274,"House","Republican",0.828450937305678,"TX",2024-11-26,"Foreign Policy",-0.19,1
1164,212,"House","Republican",1.25217786370825,"PA",2024-04-18,"Immigration",-0.48,0
1165,223,"House","Republican",-0.289050836323827,"HI",2024-03-27,"Energy",-0.1,0
1166,250,"House","Democrat",-0.367983860314039,"MS",2024-12-17,"Immigration",0.04,1
1167,422,"House","Republican",-0.0355027140773966,"PA",2024-04-21,"Technology",-0.3,0
1168,59,"House","Democrat",0.267371052105892,"AZ",2024-05-23,"Health",-0.24,0
1169,99,"House","Democrat",-0.155089848725517,"OK",2024-09-03,"Immigration",-0.43,1
1170,316,"House","Republican",0.206681572575209,"AZ",2024-12-19,"Immigration",0.13,1
1171,124,"House","Democrat",0.0343923436961128,"LA",2024-12-12,"Technology",-0.36,1
1172,431,"House","Republican",-0.0136094858919889,"WV",2024-01-21,"Immigration",-0.42,1
1173,516,"House","Republican",-0.38888248577942,"IA",2024-04-08,"Energy",-0.11,1
1174,57,"House","Republican",-0.251810504819237,"TX",2024-04-16,"Agriculture",0.12,1
1175,5,"House","Democrat",0.318419078008103,"HI",2024-10-10,"Health",0.34,0
1176,232,"Senate","Republican",-1.02247256985186,"SC",2024-12-20,"Foreign Policy",-0.03,1
1177,185,"House","Democrat",-0.527446899687929,"SD",2024-04-08,"Health",0.2,1
1178,514,"House","Democrat",-0.119590778393771,"MT",2024-02-13,"Health",0.06,1
1179,404,"House","Republican",-0.72856357711392,"CT",2024-03-31,"Education",0.18,0
1180,520,"House","Democrat",-0.0378284259469819,"MD",2024-03-01,"Environment",-0.56,1
1181,358,"House","Republican",-0.419893063671413,"NY",2024-04-02,"Education",-0.27,1
1182,450,"House","Republican",-0.0237428898242084,"NJ",2024-09-02,"Education",0.03,0
1183,328,"Senate","Republican",0.0568249580089067,"DE",2024-08-01,"Agriculture",0,1
1184,22,"House","Republican",0.138836942804683,"VA",2024-03-24,"Economy",-0.63,1
1185,101,"House","Independent",0.834761066989778,"WV",2024-05-22,"Agriculture",0.21,0
1186,86,"Senate","Democrat",-0.10146699545006,"FL",2024-12-23,"Agriculture",-0.15,1
1187,324,"House","Democrat",0.12957914741759,"WY",2024-09-06,"Budget",0.28,1
1188,51,"Senate","Republican",-0.547865791105915,"NY",2024-01-16,"Budget",0.29,1
1189,460,"Senate","Democrat",0.0514709392329318,"CA",2024-10-08,"Health",0.26,1
1190,300,"Senate","Democrat",0.190139899523898,"TN",2024-04-04,"Foreign Policy",0.29,0
1191,372,"House","Republican",-0.694204361695981,"MI",2024-09-20,"Environment",0.33,1
1192,531,"House","Republican",-0.0760172432007147,"AK",2024-11-20,"Economy",0.19,1
1193,511,"House","Republican",0.932712895859,"TN",2024-07-18,"Environment",0.35,1
1194,262,"House","Democrat",-0.180024601623631,"CT",2024-09-04,"Foreign Policy",-0.03,1
1195,107,"House","Republican",0.23874253322729,"TN",2024-12-17,"Technology",-0.55,1
1196,511,"House","Republican",0.767782424416023,"VA",2024-04-09,"Technology",-0.13,1
1197,59,"House","Democrat",-0.121234275294611,"NV",2024-11-25,"Agriculture",-0.1,1
1198,271,"House","Republican",0.539947493855359,"ID",2024-12-29,"Technology",0.11,1
1199,241,"House","Republican",-0.594799179118424,"IN",2024-07-18,"Technology",0.26,0
1200,26,"Senate","Democrat",-0.723251537001429,"NE",2024-01-09,"Education",-0.11,1
1201,168,"House","Democrat",0.0991941099077144,"IA",2024-09-30,"Health",0.01,0
1202,373,"House","Republican",0.237480502389345,"MD",2024-02-25,"Budget",0.46,1
1203,41,"House","Democrat",0.324105339898516,"WI",2024-07-12,"Health",-0.33,1
1204,321,"House","Republican",-1.10748192665262,"MA",2024-05-15,"Immigration",-0.89,0
1205,268,"House","Democrat",0.591038080177417,"AZ",2024-02-04,"Immigration",0.14,0
1206,235,"House","Democrat",0.699320753219603,"MO",2024-01-12,"Energy",-0.12,1
1207,286,"House","Republican",0.73825594535676,"IL",2024-08-27,"Education",-0.04,1
1208,416,"House","Independent",-0.0930896598194631,"HI",2024-12-11,"Foreign Policy",0.5,0
1209,254,"House","Republican",0.229760928702742,"WA",2024-02-06,"Budget",-0.24,0
1210,490,"Senate","Democrat",-0.482682169480843,"AZ",2024-01-21,"Technology",-0.05,1
1211,246,"House","Democrat",0.577693183129569,"OK",2024-08-27,"Energy",-0.13,1
1212,493,"House","Republican",0.706071415662769,"FL",2024-01-12,"Education",0.33,0
1213,497,"House","Republican",-0.0293851966472128,"VT",2024-04-25,"Agriculture",0.42,1
1214,436,"House","Republican",-0.197474545675582,"WI",2024-08-04,"Technology",0.11,0
1215,409,"House","Democrat",-0.182093900680015,"ME",2024-10-08,"Immigration",0.35,0
1216,534,"Senate","Republican",-0.052568929450831,"WA",2024-07-21,"Technology",0.17,1
1217,380,"House","Democrat",0.244779740967177,"AK",2024-07-23,"Health",0.49,0
1218,189,"House","Democrat",0.0717576194521864,"KY",2024-08-30,"Health",-0.12,0
1219,316,"House","Democrat",-0.390803707984116,"NH",2024-12-31,"Budget",0.14,0
1220,133,"House","Democrat",0.68022301405158,"WI",2024-04-05,"Health",0.35,0
1221,318,"House","Republican",-0.286255148687809,"SD",2024-05-02,"Energy",0.72,0
1222,103,"House","Independent",-0.00130419441414527,"ID",2024-03-15,"Immigration",0.29,0
1223,134,"House","Republican",0.329734846267689,"AZ",2024-12-26,"Education",0.66,1
1224,209,"House","Democrat",0.318329408812285,"NY",2024-07-29,"Energy",-0.16,0
1225,320,"House","Democrat",0.344492729242603,"IA",2024-06-02,"Education",-0.16,1
1226,238,"Senate","Democrat",0.536895494897638,"CA",2024-07-24,"Economy",0.05,0
1227,388,"House","Republican",-0.717683179038238,"MO",2024-04-13,"Technology",0.25,0
1228,130,"House","Democrat",-0.182173568810771,"MD",2024-07-31,"Foreign Policy",0.42,0
1229,27,"House","Republican",-0.500397427734339,"SD",2024-08-06,"Economy",-0.17,0
1230,69,"Senate","Republican",-0.392200043307938,"ID",2024-02-04,"Immigration",-0.28,1
1231,365,"House","Republican",0.0574734134536937,"OH",2024-12-05,"Education",-0.07,1
1232,221,"Senate","Democrat",-0.515803712115658,"NE",2024-05-25,"Technology",-0.07,1
1233,426,"House","Republican",-0.631791206947859,"VT",2024-06-12,"Environment",0.03,0
1234,183,"House","Republican",0.243358144283156,"MI",2024-11-05,"Immigration",0.05,0
1235,96,"House","Republican",-0.771638128346205,"SC",2024-01-06,"Economy",0.2,0
1236,369,"House","Republican",-0.460872158659948,"NJ",2024-08-03,"Technology",0.12,1
1237,462,"House","Republican",-0.212663265147128,"RI",2024-07-14,"Energy",-0.53,0
1238,269,"Senate","Republican",0.527892059087513,"AL",2024-12-15,"Technology",0.11,0
1239,109,"House","Democrat",0.371544997178632,"VA",2024-11-16,"Health",-0.26,1
1240,269,"House","Republican",-0.481717807723813,"KS",2024-03-08,"Education",-0.25,1
1241,241,"House","Democrat",-0.769677047950019,"WY",2024-09-06,"Energy",-0.12,1
1242,234,"House","Republican",0.0243871129073224,"MI",2024-10-07,"Education",-0.13,1
1243,195,"Senate","Republican",-0.129774013622459,"OH",2024-08-21,"Education",0.04,0
1244,423,"House","Democrat",-0.414442160357416,"VA",2024-06-01,"Energy",-0.14,1
1245,306,"House","Democrat",-0.690369405885966,"AL",2024-07-16,"Environment",-0.09,1
1246,22,"House","Democrat",0.161119331725389,"TN",2024-06-08,"Energy",-0.46,0
1247,209,"House","Democrat",-0.301529275241553,"SC",2024-05-27,"Technology",0.03,1
1248,259,"House","Republican",0.0311650055792395,"NC",2024-02-28,"Health",0.14,1
1249,531,"House","Democrat",-0.581037236549368,"IN",2024-09-18,"Agriculture",-0.09,0
1250,86,"House","Republican",0.532332581547266,"WA",2024-10-13,"Energy",-0.01,1
1251,439,"House","Democrat",-0.179107230757901,"WV",2024-10-08,"Technology",-0.38,1
1252,190,"House","Democrat",-0.345730755799754,"TN",2024-07-19,"Immigration",-0.14,1
1253,166,"House","Republican",-0.780054457094723,"PA",2024-03-21,"Technology",-0.14,0
1254,231,"House","Democrat",0.480930479365328,"NC",2024-08-14,"Foreign Policy",-0.38,1
1255,409,"House","Republican",0.559163468842029,"DE",2024-11-14,"Immigration",0.22,0
1256,480,"House","Republican",-0.412184169369406,"RI",2024-12-19,"Economy",0.19,0
1257,61,"House","Democrat",0.135283955106014,"WI",2024-01-31,"Economy",-0.18,1
1258,281,"House","Republican",0.520747189938125,"IL",2024-07-31,"Economy",-0.17,1
1259,366,"Senate","Democrat",-0.751240931310177,"IA",2024-12-25,"Foreign Policy",-0.11,0
1260,44,"House","Republican",-0.038594549386687,"IL",2024-04-06,"Education",0.33,1
1261,122,"House","Democrat",0.413787589268722,"NV",2024-11-01,"Immigration",-0.27,1
1262,232,"House","Republican",-0.220242946012905,"AR",2024-03-16,"Technology",0.46,1
1263,519,"House","Republican",-0.424899898640546,"ID",2024-09-24,"Immigration",0.44,0
1264,530,"House","Democrat",-0.507585280032247,"DE",2024-06-28,"Environment",0.45,0
1265,435,"House","Republican",-0.509965050018306,"NY",2024-06-16,"Immigration",-0.2,1
1266,91,"House","Democrat",0.871566511288951,"OH",2024-07-26,"Education",0.29,0
1267,369,"House","Democrat",0.511786654993543,"VT",2024-01-17,"Foreign Policy",0.14,0
1268,503,"House","Democrat",0.63269476079942,"MD",2024-08-04,"Foreign Policy",0.36,1
1269,78,"House","Republican",-0.170859900101366,"MA",2024-05-22,"Technology",0.22,0
1270,439,"House","Republican",-0.676898882653014,"ME",2024-05-28,"Environment",0.07,1
1271,44,"Senate","Democrat",0.463698751730303,"TN",2024-10-02,"Health",0.43,1
1272,381,"House","Republican",-0.817596188321489,"TN",2024-01-30,"Education",0.17,0
1273,168,"Senate","Republican",-0.0264513062464997,"GA",2024-09-01,"Immigration",0.22,0
1274,157,"House","Republican",-0.388890331366232,"KY",2024-03-01,"Economy",0.37,0
1275,115,"House","Independent",-0.902345859886664,"MA",2024-02-23,"Health",0.38,0
1276,350,"House","Democrat",0.19380192311372,"WY",2024-08-12,"Health",-0.16,1
1277,532,"House","Democrat",0.0579424331627517,"PA",2024-07-26,"Budget",0.33,0
1278,238,"House","Democrat",0.0101164051758994,"AK",2024-02-07,"Economy",0.17,0
1279,182,"House","Democrat",-0.522063165007256,"ID",2024-08-14,"Budget",0.04,0
1280,464,"House","Democrat",-0.0535189634475683,"NY",2024-12-25,"Agriculture",0.08,1
1281,516,"House","Republican",-0.885179377915595,"NV",2024-04-17,"Foreign Policy",-0.23,0
1282,210,"House","Democrat",0.428720394844307,"VT",2024-01-29,"Foreign Policy",0.13,1
1283,213,"Senate","Republican",-0.199607038602816,"TX",2024-01-28,"Economy",-0.27,0
1284,138,"House","Republican",-0.451478752986874,"NV",2024-08-12,"Agriculture",-0.3,1
1285,472,"House","Independent",0.482149666979013,"WY",2024-11-09,"Technology",-0.09,0
1286,72,"House","Democrat",-0.259968136690761,"NY",2024-09-12,"Technology",-0.15,0
1287,372,"House","Republican",-0.811999003906165,"CO",2024-02-24,"Energy",-0.06,1
1288,149,"Senate","Democrat",-1.17668001135443,"CT",2024-04-05,"Health",-0.54,1
1289,150,"House","Democrat",-0.151347112575049,"OR",2024-10-25,"Agriculture",-0.23,1
1290,247,"House","Republican",-0.02393012804111,"NH",2024-10-05,"Environment",-0.12,1
1291,285,"House","Democrat",-0.105204198223128,"VT",2024-04-02,"Budget",0.05,0
1292,447,"House","Democrat",0.484886202340176,"VT",2024-08-17,"Budget",-0.34,1
1293,380,"House","Democrat",-0.0672401400132649,"WY",2024-05-27,"Foreign Policy",0.22,1
1294,329,"Senate","Democrat",-0.384070740740257,"PA",2024-01-28,"Education",-0.29,0
1295,529,"House","Independent",-0.418051113030236,"IL",2024-03-01,"Environment",-0.5,0
1296,337,"House","Democrat",0.370576152839927,"MN",2024-04-02,"Energy",0.05,1
1297,268,"House","Democrat",-0.773323975369815,"NE",2024-08-04,"Immigration",0.17,1
1298,448,"House","Democrat",-0.117149322154288,"IL",2024-08-29,"Budget",-0.41,1
1299,266,"House","Democrat",0.12605830632889,"FL",2024-02-03,"Immigration",0.18,0
1300,236,"House","Democrat",-0.0206960069499088,"IN",2024-11-25,"Agriculture",-0.15,0
1301,273,"Senate","Republican",-0.14194643496762,"NV",2024-09-15,"Education",-0.01,0
1302,516,"House","Democrat",0.0732033259891093,"CO",2024-04-30,"Economy",0.22,0
1303,134,"House","Democrat",-0.639659207803935,"CO",2024-09-20,"Agriculture",0.95,0
1304,379,"House","Democrat",0.641158790358342,"HI",2024-07-01,"Budget",-0.03,0
1305,44,"House","Republican",0.386537260995321,"GA",2024-12-17,"Technology",0.08,0
1306,351,"House","Democrat",0.0376278598450351,"ID",2024-04-12,"Foreign Policy",-0.08,1
1307,217,"House","Republican",0.340572788082477,"ID",2024-12-04,"Budget",0.17,0
1308,203,"House","Democrat",0.337982655897251,"NE",2024-07-30,"Immigration",0.1,0
1309,285,"House","Republican",-0.318440561170175,"TN",2024-06-06,"Energy",0.23,1
1310,255,"Senate","Republican",0.52151725543092,"WV",2024-03-30,"Immigration",-0.32,1
1311,24,"House","Democrat",-0.442951081535962,"MA",2024-12-19,"Health",0.02,0
1312,266,"House","Republican",-0.486432880573194,"CT",2024-10-29,"Immigration",0.05,0
1313,432,"House","Democrat",0.482535677763397,"CA",2024-10-15,"Budget",0,1
1314,242,"House","Republican",0.131490198846479,"NV",2024-01-29,"Technology",0.01,0
1315,481,"House","Republican",-0.149443955882215,"OR",2024-03-10,"Environment",0.27,0
1316,97,"House","Democrat",-0.602358430273079,"MA",2024-05-06,"Immigration",0.18,1
1317,436,"House","Republican",-0.434012117148968,"OR",2024-04-27,"Health",0.38,0
1318,22,"House","Democrat",0.43700744951868,"SC",2024-12-07,"Education",-0.06,1
1319,70,"House","Democrat",0.13940469892588,"AL",2024-11-21,"Budget",-0.18,0
1320,207,"House","Republican",0.920183682410147,"TX",2024-02-09,"Foreign Policy",0.29,0
1321,461,"House","Democrat",0.377617367483016,"ID",2024-03-29,"Technology",0.19,1
1322,358,"House","Democrat",0.946522929012905,"NC",2024-06-01,"Budget",0.18,1
1323,312,"House","Republican",0.115172171814781,"MT",2024-11-07,"Foreign Policy",-0.22,1
1324,236,"House","Independent",0.184031278969048,"WI",2024-05-14,"Immigration",0.14,0
1325,172,"House","Republican",-0.497381705583503,"WA",2024-09-09,"Environment",0.02,0
1326,404,"House","Republican",-0.342112817077053,"NH",2024-12-15,"Health",-0.06,1
1327,320,"House","Democrat",0.438088571295083,"NJ",2024-04-22,"Education",0.11,0
1328,441,"House","Republican",-0.215403754632958,"AZ",2024-01-02,"Foreign Policy",-0.04,1
1329,425,"House","Democrat",-0.0108415901698112,"AK",2024-11-01,"Budget",-0.63,1
1330,395,"House","Democrat",-0.642095265298673,"MO",2024-02-29,"Environment",0.39,1
1331,186,"House","Democrat",-0.547471538841984,"WY",2024-08-05,"Economy",-0.43,1
1332,250,"House","Republican",0.197908981392147,"FL",2024-12-06,"Economy",0.45,1
1333,246,"House","Democrat",0.0921201634550939,"SD",2024-08-12,"Environment",-0.13,1
1334,4,"House","Republican",0.166607350710599,"OH",2024-11-08,"Budget",0.05,0
1335,16,"House","Democrat",0.270091513231067,"AK",2024-02-08,"Technology",-0.06,1
1336,454,"House","Republican",-0.00406313831250614,"ID",2024-06-08,"Budget",-0.14,1
1337,511,"House","Republican",0.134587263851755,"AL",2024-06-12,"Energy",0.18,0
1338,112,"House","Republican",0.492964765317322,"ID",2024-06-19,"Budget",-0.01,1
1339,447,"Senate","Republican",0.163487710497482,"AR",2024-07-06,"Budget",0.4,0
1340,140,"House","Republican",-0.449629427447933,"AL",2024-06-11,"Economy",0.2,1
1341,395,"House","Republican",-1.01558141006402,"MA",2024-08-03,"Agriculture",-0.02,1
1342,140,"Senate","Democrat",-0.198963493306574,"NV",2024-01-24,"Education",0.17,1
1343,166,"House","Democrat",0.0753995292099359,"KY",2024-01-18,"Economy",-0.15,1
1344,293,"House","Republican",0.730385027566111,"NM",2024-02-23,"Health",-0.17,0
1345,456,"House","Republican",-0.247526715722851,"IN",2024-05-16,"Energy",0.26,0
1346,184,"House","Republican",-0.400804621453097,"MA",2024-07-22,"Technology",-0.05,1
1347,363,"House","Democrat",0.136887360436339,"MA",2024-05-27,"Health",0.24,1
1348,174,"House","Democrat",0.123155094726328,"IN",2024-06-16,"Foreign Policy",-0.1,0
1349,444,"House","Democrat",0.169583925195832,"TX",2024-05-19,"Health",-0.47,1
1350,250,"House","Republican",-0.221231590185871,"MS",2024-06-09,"Technology",0.57,1
1351,261,"House","Republican",1.03142065512768,"VT",2024-02-02,"Agriculture",-0.45,0
1352,317,"House","Democrat",-0.504078271481474,"UT",2024-02-08,"Economy",-0.12,1
1353,282,"House","Republican",0.26855056653076,"AK",2024-07-19,"Education",-0.07,1
1354,82,"House","Democrat",0.782797249900466,"MS",2024-06-07,"Agriculture",0.16,1
1355,310,"Senate","Republican",0.386182379348317,"ID",2024-04-02,"Economy",-0.09,1
1356,390,"House","Democrat",-0.439155330606453,"PA",2024-06-08,"Immigration",-0.3,1
1357,51,"House","Republican",-0.569545759650426,"CT",2024-05-03,"Economy",-0.47,0
1358,5,"House","Republican",0.511693628761851,"UT",2024-09-02,"Agriculture",0.25,0
1359,316,"House","Republican",0.214632401334557,"NM",2024-05-30,"Health",0,1
1360,178,"House","Republican",0.629368607469225,"NH",2024-03-03,"Health",-0.25,0
1361,231,"Senate","Democrat",-0.0265816435951463,"UT",2024-09-23,"Technology",0.22,0
1362,475,"House","Democrat",0.568254559741904,"IN",2024-11-14,"Immigration",0.04,1
1363,461,"Senate","Democrat",0.188592498843298,"CA",2024-04-23,"Foreign Policy",-0.41,1
1364,159,"House","Republican",-0.0423887627887479,"VA",2024-09-08,"Foreign Policy",-0.19,1
1365,310,"House","Republican",-0.227771812286374,"TN",2024-09-13,"Energy",0.25,0
1366,205,"House","Democrat",-1.09646074451815,"WA",2024-12-18,"Technology",0.62,1
1367,297,"House","Republican",0.373847879996476,"MN",2024-03-28,"Energy",0.02,0
1368,107,"House","Democrat",-0.906073129725125,"NE",2024-05-26,"Environment",-0.03,0
1369,228,"House","Republican",0.139917959164224,"ND",2024-09-24,"Education",0.16,0
1370,311,"House","Republican",-0.891287080017348,"OK",2024-06-20,"Foreign Policy",-0.04,1
1371,421,"House","Republican",-0.240699261805067,"AR",2024-08-29,"Environment",0.12,0
1372,365,"House","Democrat",0.463846914800758,"AR",2024-09-02,"Environment",0.32,1
1373,513,"House","Independent",-0.135389796017325,"SC",2024-12-11,"Technology",0.48,0
1374,117,"House","Republican",-0.451216133360678,"ND",2024-09-04,"Education",-0.2,0
1375,175,"House","Democrat",0.519460524974045,"ND",2024-05-13,"Education",-0.32,1
1376,41,"Senate","Democrat",-0.29331059866348,"VA",2024-12-17,"Economy",0.23,1
1377,318,"House","Republican",-0.0495690747363968,"AL",2024-05-23,"Agriculture",0.41,0
1378,398,"House","Republican",-0.497870242565115,"NE",2024-12-19,"Health",-0.48,0
1379,312,"House","Democrat",0.571295358616423,"FL",2024-09-05,"Budget",0.11,1
1380,265,"Senate","Republican",-0.021351918318862,"MO",2024-12-25,"Economy",0,1
1381,359,"House","Democrat",0.225648897021852,"ME",2024-11-05,"Technology",-0.25,1
1382,202,"House","Democrat",-0.541108424235193,"MS",2024-03-16,"Agriculture",-0.68,1
1383,50,"House","Republican",0.819110122872817,"AZ",2024-09-18,"Agriculture",0.29,1
1384,479,"Senate","Democrat",-0.29427857757617,"NJ",2024-11-13,"Technology",0.17,0
1385,147,"House","Republican",-0.0543577011117357,"TN",2024-01-01,"Budget",-0.19,1
1386,471,"House","Democrat",-0.60684429056545,"TX",2024-04-02,"Health",-0.02,0
1387,123,"House","Democrat",0.796135911411496,"AK",2024-04-20,"Health",0.23,1
1388,307,"House","Democrat",-0.0200704230401457,"NC",2024-05-09,"Foreign Policy",-0.03,0
1389,486,"House","Republican",-0.0165516842446748,"AR",2024-11-24,"Immigration",0.01,1
1390,527,"House","Republican",0.918003270498571,"NC",2024-12-29,"Energy",0.25,1
1391,146,"House","Republican",0.535897482750344,"FL",2024-08-15,"Foreign Policy",-0.39,1
1392,222,"House","Republican",0.814653878867138,"MD",2024-03-25,"Education",0.33,0
1393,511,"House","Democrat",-0.00972821079999667,"AL",2024-11-14,"Education",0.29,0
1394,235,"House","Republican",0.0402633031945797,"SC",2024-01-20,"Technology",0.47,0
1395,66,"House","Republican",0.0547403647852572,"SC",2024-06-15,"Education",0.32,0
1396,490,"House","Democrat",0.452739364265213,"KY",2024-07-08,"Foreign Policy",0.49,1
1397,499,"House","Democrat",0.251082707623947,"MI",2024-08-28,"Environment",0.62,1
1398,10,"House","Republican",0.0940244973544976,"LA",2024-07-19,"Agriculture",-0.18,0
1399,221,"House","Democrat",1.11365709387367,"NH",2024-06-24,"Agriculture",0.34,0
1400,344,"House","Republican",-0.253797270994347,"OR",2024-08-10,"Health",0.66,1
1401,223,"House","Democrat",-0.731401937238636,"AR",2024-10-19,"Budget",0.21,0
1402,277,"House","Republican",-0.0327458689842044,"CA",2024-05-30,"Budget",0.29,0
1403,468,"House","Democrat",0.679295598812811,"NC",2024-07-13,"Agriculture",0.13,1
1404,232,"House","Republican",-0.220042162581958,"UT",2024-08-27,"Foreign Policy",0.16,0
1405,210,"House","Republican",0.242230430462965,"DE",2024-03-18,"Budget",0.23,1
1406,185,"House","Democrat",0.261397621383471,"AK",2024-08-20,"Environment",0.25,0
1407,110,"House","Democrat",-0.093697642426612,"ND",2024-05-10,"Budget",0.17,0
1408,443,"House","Democrat",0.494447006323795,"AL",2024-12-16,"Budget",0,1
1409,29,"House","Democrat",-0.0424511308395967,"HI",2024-03-20,"Technology",-0.44,0
1410,415,"Senate","Republican",-0.236436479440495,"WI",2024-12-13,"Energy",-0.36,1
1411,316,"House","Democrat",0.157945389948847,"NV",2024-01-05,"Education",-0.27,0
1412,33,"House","Republican",0.0644731142195848,"KY",2024-05-12,"Economy",0.17,0
1413,65,"House","Democrat",-0.0895975822499109,"LA",2024-05-03,"Budget",0.17,0
1414,526,"House","Democrat",-0.304856627262557,"AR",2024-03-30,"Technology",0.26,1
1415,249,"House","Republican",-0.10543734433423,"MS",2024-05-12,"Education",0.2,1
1416,187,"House","Republican",-0.289730907936281,"NE",2024-02-11,"Agriculture",-0.03,1
1417,56,"House","Republican",-0.410343431074992,"SC",2024-04-02,"Economy",0.13,1
1418,192,"House","Democrat",-0.344151031857256,"MD",2024-01-10,"Environment",-0.4,1
1419,481,"House","Democrat",-0.297474364257608,"AR",2024-11-17,"Foreign Policy",0,0
1420,464,"House","Democrat",0.151223069943944,"NV",2024-02-27,"Foreign Policy",0,0
1421,465,"House","Independent",-0.0344346935234657,"ID",2024-08-14,"Foreign Policy",-0.31,1
1422,76,"House","Republican",-0.110535655848792,"GA",2024-03-10,"Environment",-0.02,1
1423,202,"House","Democrat",0.308281277255483,"KY",2024-01-10,"Foreign Policy",-0.29,0
